x,y,species max
1.0,1.0,9.4231986E-4
2.0,2.0,0.03561206
3.0,3.0,0.14183225
4.0,4.0,1.94572E-5
5.0,5.0,0.063000776
6.0,6.0,0.23219937
7.0,7.0,0.08869754
8.0,8.0,1.2095247E-5
9.0,9.0,1.5263668E-5
10.0,10.0,6.614287E-4
11.0,11.0,0.07738387
12.0,12.0,0.04628549
13.0,13.0,5.137137E-5
14.0,14.0,0.07564115
15.0,15.0,0.0010737624
16.0,16.0,0.028748514
17.0,17.0,0.18646827
18.0,18.0,0.034243513
19.0,19.0,0.17837538
20.0,20.0,0.15702331
21.0,21.0,1.2215522E-4
22.0,22.0,0.29083586
23.0,23.0,0.13007545
24.0,24.0,0.035541072
25.0,25.0,0.001158233
26.0,26.0,5.7527053E-5
27.0,27.0,0.059655882
28.0,28.0,0.13484652
29.0,29.0,9.4694365E-4
30.0,30.0,5.9035014E-5
31.0,31.0,5.433434E-4
32.0,32.0,2.669252E-7
33.0,33.0,0.05158282
34.0,34.0,0.07019743
35.0,35.0,0.075833626
36.0,36.0,0.014256216
37.0,37.0,0.036359414
38.0,38.0,0.13780999
39.0,39.0,0.08079424
40.0,40.0,0.2485701
41.0,41.0,0.010136671
42.0,42.0,0.08997113
43.0,43.0,0.43037516
44.0,44.0,0.16022696
45.0,45.0,0.053252768
46.0,46.0,1.7667611E-4
47.0,47.0,0.2929482
48.0,48.0,6.1055156E-4
49.0,49.0,0.097888164
50.0,50.0,0.14938855
51.0,51.0,3.9274053E-7
52.0,52.0,0.17472132
53.0,53.0,0.009720055
54.0,54.0,0.691938
55.0,55.0,0.16714366
56.0,56.0,0.0018461336
57.0,57.0,0.0038740046
58.0,58.0,6.3603824E-5
59.0,59.0,0.038846012
60.0,60.0,2.345331E-4
61.0,61.0,1.1143441E-5
62.0,62.0,0.0041585513
63.0,63.0,0.093434446
64.0,64.0,0.10415478
65.0,65.0,1.05819454E-4
66.0,66.0,0.12717316
67.0,67.0,0.16148017
68.0,68.0,5.445318E-6
69.0,69.0,0.99316955
70.0,70.0,0.48770097
71.0,71.0,2.0665757E-5
72.0,72.0,8.800479E-5
73.0,73.0,0.009871907
74.0,74.0,4.949076E-4
75.0,75.0,0.056534275
76.0,76.0,0.01977323
77.0,77.0,0.8858947
78.0,78.0,0.072201446
79.0,79.0,0.042073652
80.0,80.0,2.2074057E-7
81.0,81.0,0.12708734
82.0,82.0,0.18147609
83.0,83.0,0.06588585
84.0,84.0,0.11732934
85.0,85.0,3.6366278E-4
86.0,86.0,3.4178206E-4
87.0,87.0,0.005046996
88.0,88.0,5.8340847E-5
89.0,89.0,0.09893589
90.0,90.0,4.2112492E-6
91.0,91.0,0.13894689
92.0,92.0,3.341065E-7
93.0,93.0,0.14913802
94.0,94.0,0.10110835
95.0,95.0,0.038876824
96.0,96.0,0.002719475
97.0,97.0,0.07898763
98.0,98.0,4.687217E-4
99.0,99.0,0.28381473
100.0,100.0,3.098014E-4
101.0,101.0,3.0951395E-7
102.0,102.0,3.4543232E-4
103.0,103.0,6.0082264E-5
104.0,104.0,1.01317255E-5
105.0,105.0,3.897213E-5
106.0,106.0,0.39254117
107.0,107.0,0.14244813
108.0,108.0,6.7854045E-5
109.0,109.0,0.04506645
110.0,110.0,0.0011207708
111.0,111.0,0.017173791
112.0,112.0,0.05419998
113.0,113.0,0.015005535
114.0,114.0,0.31854743
115.0,115.0,0.09649745
116.0,116.0,0.09724238
117.0,117.0,9.7256113E-4
118.0,118.0,0.09110315
119.0,119.0,0.50944346
120.0,120.0,0.03439663
121.0,121.0,0.080966234
122.0,122.0,0.14986509
123.0,123.0,0.1870775
124.0,124.0,0.099036545
125.0,125.0,0.3491996
126.0,126.0,1.2216682E-5
127.0,127.0,7.8102227E-7
128.0,128.0,0.01807084
129.0,129.0,0.0071500433
130.0,130.0,5.6491647E-4
131.0,131.0,0.015796347
132.0,132.0,7.7670056E-4
133.0,133.0,0.18422453
134.0,134.0,0.05991046
135.0,135.0,0.008624844
136.0,136.0,0.040762477
137.0,137.0,1.300836E-6
138.0,138.0,6.8649473E-7
139.0,139.0,0.023111887
140.0,140.0,0.05920335
141.0,141.0,0.8886539
142.0,142.0,0.0057974965
143.0,143.0,0.01576067
144.0,144.0,0.038940463
145.0,145.0,0.16449182
146.0,146.0,0.2158166
147.0,147.0,0.13272263
148.0,148.0,4.668456E-6
149.0,149.0,0.060560852
150.0,150.0,0.1871759
151.0,151.0,0.017597537
152.0,152.0,0.14586122
153.0,153.0,0.12627909
154.0,154.0,0.005125964
155.0,155.0,0.12457652
156.0,156.0,4.2348434E-5
157.0,157.0,0.13102132
158.0,158.0,0.05625681
159.0,159.0,0.15310131
160.0,160.0,0.030696142
161.0,161.0,3.961745E-4
162.0,162.0,6.1032828E-5
163.0,163.0,0.13690077
164.0,164.0,0.09058324
165.0,165.0,0.17270029
166.0,166.0,0.27116218
167.0,167.0,1.0895093E-4
168.0,168.0,6.1958317E-6
169.0,169.0,0.094565354
170.0,170.0,0.03783384
171.0,171.0,0.3060848
172.0,172.0,2.59672E-4
173.0,173.0,0.39959773
174.0,174.0,0.25279066
175.0,175.0,0.09485289
176.0,176.0,0.14657661
177.0,177.0,0.03825517
178.0,178.0,0.33228698
179.0,179.0,0.052148003
180.0,180.0,0.040104322
181.0,181.0,0.011820864
182.0,182.0,3.4904995E-5
183.0,183.0,9.624653E-4
184.0,184.0,5.427711E-6
185.0,185.0,0.1382595
186.0,186.0,1.2017791E-5
187.0,187.0,0.16764976
188.0,188.0,0.099018924
189.0,189.0,0.104037635
190.0,190.0,2.0046662E-5
191.0,191.0,0.045603987
192.0,192.0,0.099621184
193.0,193.0,0.0028890711
194.0,194.0,4.5981744E-4
195.0,195.0,5.076042E-6
196.0,196.0,0.09631541
197.0,197.0,6.138123E-5
198.0,198.0,0.054954965
199.0,199.0,0.04277288
200.0,200.0,0.1505828
201.0,201.0,0.2153278
202.0,202.0,1.4315135E-4
203.0,203.0,0.34853795
204.0,204.0,0.120604545
205.0,205.0,5.511711E-6
206.0,206.0,0.09722146
207.0,207.0,0.043326117
208.0,208.0,0.12578532
209.0,209.0,0.1928196
210.0,210.0,0.96021736
211.0,211.0,0.3563195
212.0,212.0,0.07639887
213.0,213.0,0.093218334
214.0,214.0,0.122285284
215.0,215.0,0.14344585
216.0,216.0,3.2262471E-7
217.0,217.0,0.03648526
218.0,218.0,0.0018659424
219.0,219.0,0.04405422
220.0,220.0,1.7850507E-6
221.0,221.0,4.0236773E-4
222.0,222.0,0.019943386
223.0,223.0,2.1099606E-5
224.0,224.0,0.15937817
225.0,225.0,0.06537739
226.0,226.0,5.387691E-4
227.0,227.0,0.13216203
228.0,228.0,0.0022917588
229.0,229.0,0.4631553
230.0,230.0,0.18869992
231.0,231.0,0.050504792
232.0,232.0,3.6308577E-4
233.0,233.0,0.0069952025
234.0,234.0,0.0012576326
235.0,235.0,0.0062653483
236.0,236.0,5.985544E-4
237.0,237.0,0.14660154
238.0,238.0,7.5356195E-7
239.0,239.0,0.92076653
240.0,240.0,0.27812347
241.0,241.0,0.0025479938
242.0,242.0,0.0035806787
243.0,243.0,0.17555578
244.0,244.0,0.18747245
245.0,245.0,0.08443674
246.0,246.0,0.003938092
247.0,247.0,5.88634E-4
248.0,248.0,0.089022495
249.0,249.0,0.0012748113
250.0,250.0,0.2843548
251.0,251.0,0.036518574
252.0,252.0,0.06387702
253.0,253.0,0.057880733
254.0,254.0,0.283892
255.0,255.0,0.051388178
256.0,256.0,0.4277475
257.0,257.0,0.057931446
258.0,258.0,0.10667991
259.0,259.0,0.12879248
