X,Y,Test or train,Raw prediction,Cumulative prediction,Cloglog prediction
1.0,1.0,train,1.141478707530107E-4,17.40928543515367,0.5016641609950114
2.0,2.0,train,1.4923135793155882E-4,22.539103942914725,0.5976952344536799
3.0,3.0,train,1.47717240579307E-4,22.24535230354316,0.5939613243054734
5.0,5.0,train,1.576409079354907E-4,24.22373079377986,0.6178174098300667
6.0,6.0,train,1.001066141952288E-4,15.34249172774111,0.4570876362900298
7.0,7.0,train,1.2718161227887354E-4,19.2521118329584,0.5397600617533305
8.0,8.0,train,1.5891243581717953E-4,24.509966648797327,0.6207710301816316
9.0,9.0,train,1.4277082773234053E-4,21.40150594899714,0.5815199191492195
10.0,10.0,train,2.2186109611586815E-4,56.4713589859999,0.7417173310642468
11.0,11.0,train,2.516173658787201E-4,78.58757446171354,0.78460044848316
12.0,12.0,train,1.8744790989959334E-4,34.553983968021974,0.6813704908280206
14.0,14.0,train,1.2561086494223796E-4,18.96833555162435,0.5353279068250747
15.0,15.0,train,2.275406661834438E-4,60.521709049500984,0.7505146202384361
16.0,16.0,train,2.4146095825025292E-4,70.94636812165145,0.7708298594338341
17.0,17.0,train,1.5268518536208514E-4,23.25693963649033,0.6060846021597014
18.0,18.0,train,9.192944915681391E-5,14.060635829375867,0.429312686936129
19.0,19.0,train,1.125193566120883E-4,17.15279022715263,0.4966877686212381
20.0,20.0,train,1.1835136625133932E-4,17.99283992185258,0.5142829224250751
22.0,22.0,train,1.9658042164974227E-4,40.17439288481588,0.6986397573849159
23.0,23.0,train,1.7342166425255334E-4,28.741793947321607,0.6529006280902458
24.0,24.0,train,1.6865698891612346E-4,27.006787496132986,0.6426616448965423
25.0,25.0,train,9.775589062225512E-5,15.012537928445536,0.4492444763040203
26.0,26.0,train,1.0401382305960178E-4,15.909438546782134,0.46987765923625946
28.0,28.0,train,1.4606585776382242E-4,22.01158182196701,0.5898493870987845
29.0,29.0,train,1.0465920509088198E-4,16.005317269696363,0.47196109280592924
30.0,30.0,train,1.0156084377923055E-4,15.551615154044939,0.46188363280616374
31.0,31.0,train,1.1783430319497478E-4,17.933371163111374,0.5127481159195868
32.0,32.0,train,1.3472285414864563E-4,20.34975449139992,0.5604574379325735
33.0,33.0,train,1.9633521993576346E-4,40.01125775228357,0.6981885503437735
34.0,34.0,train,1.0749038602541355E-4,16.430073683353797,0.4810044419695071
36.0,36.0,train,9.804280993927515E-5,15.052493247385938,0.45020781730962156
37.0,37.0,train,1.0929206258056131E-4,16.669934993918663,0.48667854262609567
38.0,38.0,train,1.1501644621246534E-4,17.558353909475162,0.5042981919068081
39.0,39.0,train,1.1823574002968484E-4,17.97954145120168,0.513940127482156
40.0,40.0,train,1.4453837799751964E-4,21.75713590738581,0.5860089052929395
42.0,42.0,train,1.0559249000718842E-4,16.174679819120197,0.47495946611972684
43.0,43.0,train,8.747962006051036E-5,13.363656332681309,0.4136057271458987
44.0,44.0,train,1.4532329718287254E-4,21.888865830795133,0.5879868670062731
46.0,46.0,train,2.5806801567384186E-4,82.12845709614987,0.7929137028231737
47.0,47.0,train,2.907038008458467E-4,92.99236935697554,0.8303044206953316
49.0,49.0,train,1.9279554406163445E-4,37.78121645592736,0.6915992546982157
50.0,50.0,train,2.518553838815092E-4,78.75035727638648,0.7849130425799987
52.0,52.0,train,2.5661787225339375E-4,81.03413360918819,0.7910732419920383
53.0,53.0,train,1.6021107266847592E-4,24.842276085279508,0.6237640613730847
54.0,54.0,train,3.0411283078781684E-4,95.2526140117598,0.84363547080062
55.0,55.0,train,1.8770774001618793E-4,34.735985768789,0.6818752366831515
56.0,56.0,train,8.27484855019998E-5,12.701062189748535,0.3964313871971836
57.0,57.0,train,7.315486175189395E-5,11.498791065830307,0.36004626919559046
