x,y,species median
1.0,1.0,0.054003865
2.0,2.0,2.0409914E-5
3.0,3.0,0.039895922
4.0,4.0,0.003331879
5.0,5.0,0.0010465619
6.0,6.0,1.44619E-6
7.0,7.0,0.19176868
8.0,8.0,0.03458706
9.0,9.0,0.0016039091
10.0,10.0,0.06194956
11.0,11.0,0.25858876
12.0,12.0,0.106099084
13.0,13.0,1.1404223E-5
14.0,14.0,3.0281799E-5
15.0,15.0,1.0356882E-8
16.0,16.0,0.33147636
17.0,17.0,0.14439236
18.0,18.0,0.09868657
19.0,19.0,0.8793293
20.0,20.0,8.228236E-8
21.0,21.0,9.389698E-10
22.0,22.0,0.22953871
23.0,23.0,0.059403267
24.0,24.0,0.023229886
25.0,25.0,3.1799905E-6
26.0,26.0,2.2028173E-4
27.0,27.0,0.08204891
28.0,28.0,2.4621973E-5
29.0,29.0,0.053705763
30.0,30.0,1.6339516E-8
31.0,31.0,0.11537322
32.0,32.0,0.89787334
33.0,33.0,6.385615E-8
34.0,34.0,1.7463798E-8
35.0,35.0,0.0015070272
36.0,36.0,0.0014232186
37.0,37.0,0.055584732
38.0,38.0,0.034614116
39.0,39.0,0.020894405
40.0,40.0,0.07834446
41.0,41.0,0.102981254
42.0,42.0,2.820196E-9
43.0,43.0,8.182378E-7
44.0,44.0,0.0014134524
45.0,45.0,9.112895E-4
46.0,46.0,0.008174045
47.0,47.0,0.43435603
48.0,48.0,0.08398779
49.0,49.0,9.40628E-4
50.0,50.0,0.3883007
51.0,51.0,1.2607121E-6
52.0,52.0,2.0094744E-8
53.0,53.0,0.08838369
54.0,54.0,5.227232E-6
55.0,55.0,0.017344315
56.0,56.0,2.7397846E-9
57.0,57.0,0.42728338
58.0,58.0,1.4022358E-5
59.0,59.0,0.07882826
60.0,60.0,0.13820739
61.0,61.0,8.6777494E-4
62.0,62.0,0.10839513
63.0,63.0,0.12378588
64.0,64.0,0.02279937
65.0,65.0,8.159068E-9
66.0,66.0,1.5544617E-7
67.0,67.0,2.1360724E-7
68.0,68.0,0.07613205
69.0,69.0,0.0060635833
70.0,70.0,0.011851756
71.0,71.0,0.08138874
72.0,72.0,0.028143637
73.0,73.0,0.0450166
74.0,74.0,4.693706E-5
75.0,75.0,1.5458805E-5
76.0,76.0,0.15629847
77.0,77.0,0.006932633
78.0,78.0,3.7122327E-8
79.0,79.0,2.220342E-6
80.0,80.0,3.863985E-9
81.0,81.0,0.043676294
82.0,82.0,0.12300383
83.0,83.0,5.9143397E-9
