x,y,species median
1.0,1.0,0.27120364
2.0,2.0,0.1315973
3.0,3.0,0.0011883199
4.0,4.0,0.20173587
5.0,5.0,0.09504019
6.0,6.0,0.17911442
7.0,7.0,0.29829744
8.0,8.0,0.26309332
9.0,9.0,0.1915489
10.0,10.0,2.0453717E-4
11.0,11.0,0.09274167
12.0,12.0,0.25387082
13.0,13.0,0.17153575
14.0,14.0,0.21106088
15.0,15.0,9.400595E-5
16.0,16.0,0.20712337
17.0,17.0,0.14689627
18.0,18.0,0.28588766
19.0,19.0,0.3461925
20.0,20.0,0.22496833
21.0,21.0,0.0056639663
22.0,22.0,0.0030985037
23.0,23.0,5.4155917E-5
24.0,24.0,9.116595E-4
25.0,25.0,2.7941278E-6
26.0,26.0,0.38722855
27.0,27.0,0.0561228
28.0,28.0,0.7383853
29.0,29.0,0.0040186825
30.0,30.0,0.10824911
31.0,31.0,0.34622994
32.0,32.0,0.002555153
33.0,33.0,0.247044
34.0,34.0,0.05264147
35.0,35.0,0.05188915
36.0,36.0,0.0020807532
37.0,37.0,1.8823551E-4
38.0,38.0,0.24801646
39.0,39.0,0.24404745
40.0,40.0,0.31322283
41.0,41.0,0.0013452255
42.0,42.0,0.2524421
43.0,43.0,6.678482E-6
44.0,44.0,0.1285603
45.0,45.0,0.3371864
46.0,46.0,1.1774208E-4
47.0,47.0,0.9088558
48.0,48.0,9.588874E-5
49.0,49.0,0.1172305
50.0,50.0,0.2628527
51.0,51.0,0.16903223
52.0,52.0,0.0019752171
53.0,53.0,0.015841898
54.0,54.0,0.1838281
55.0,55.0,4.6879077E-7
56.0,56.0,0.1966904
57.0,57.0,0.0063791256
58.0,58.0,0.21954744
59.0,59.0,0.004326029
60.0,60.0,0.003519412
61.0,61.0,0.2549504
62.0,62.0,0.25454658
63.0,63.0,0.0034007777
64.0,64.0,0.3680348
65.0,65.0,0.08135329
66.0,66.0,0.0077125775
67.0,67.0,6.0333537E-6
68.0,68.0,3.8217255E-5
69.0,69.0,0.18147583
70.0,70.0,0.46553218
71.0,71.0,0.5936484
72.0,72.0,0.0015750962
73.0,73.0,0.26820597
74.0,74.0,0.14442591
75.0,75.0,0.07775575
76.0,76.0,5.2351217E-5
77.0,77.0,0.4881162
78.0,78.0,0.9984146
79.0,79.0,0.0025410918
80.0,80.0,0.0045089307
81.0,81.0,2.9988205E-6
82.0,82.0,4.6489786E-5
83.0,83.0,0.17487633
84.0,84.0,0.033628467
85.0,85.0,0.25515163
86.0,86.0,0.39012456
87.0,87.0,0.25434026
88.0,88.0,3.5881376E-6
89.0,89.0,0.38207394
90.0,90.0,1.9763586E-6
