type	modified	license	rightsholder	accessrights	bibliographiccitation	references	institutionid	collectionid	datasetid	institutioncode	collectioncode	datasetname	basisofrecord	informationwithheld	datageneralizations	dynamicproperties	occurrenceid	catalognumber	recordnumber	recordedby	individualcount	sex	lifestage	reproductivecondition	behavior	establishmentmeans	occurrencestatus	preparations	disposition	associatedmedia	associatedreferences	associatedsequences	associatedtaxa	othercatalognumbers	occurrenceremarks	organismid	organismname	organismscope	associatedoccurrences	associatedorganisms	previousidentifications	organismremarks	materialsampleid	eventid	fieldnumber	eventdate	eventtime	startdayofyear	enddayofyear	year	month	day	verbatimeventdate	habitat	samplingprotocol	samplingeffort	fieldnotes	eventremarks	locationid	highergeographyid	highergeography	continent	waterbody	islandgroup	island	country	countrycode	stateprovince	county	municipality	locality	verbatimlocality	minimumelevationinmeters	maximumelevationinmeters	verbatimelevation	minimumdepthinmeters	maximumdepthinmeters	verbatimdepth	minimumdistanceabovesurfaceinmeters	maximumdistanceabovesurfaceinmeters	locationaccordingto	locationremarks	decimallatitude	decimallongitude	geodeticdatum	coordinateuncertaintyinmeters	coordinateprecision	verbatimcoordinates	verbatimlatitude	verbatimlongitude	verbatimcoordinatesystem	verbatimsrs	footprintwkt	footprintsrs	georeferencedby	georeferenceddate	georeferenceprotocol	georeferencesources	georeferenceverificationstatus	georeferenceremarks	geologicalcontextid	earliesteonorlowesteonothem	latesteonorhighesteonothem	earliesteraorlowesterathem	latesteraorhighesterathem	earliestperiodorlowestsystem	latestperiodorhighestsystem	earliestepochorlowestseries	latestepochorhighestseries	earliestageorloweststage	latestageorhigheststage	lowestbiostratigraphiczone	highestbiostratigraphiczone	lithostratigraphicterms	group	formation	member	bed	identificationid	identificationqualifier	typestatus	identifiedby	dateidentified	identificationreferences	identificationverificationstatus	identificationremarks	scientificnameid	namepublishedinid	scientificname	acceptednameusage	originalnameusage	namepublishedin	namepublishedinyear	higherclassification	kingdom	phylum	class	order	family	genus	subgenus	specificepithet	infraspecificepithet	taxonrank	verbatimtaxonrank	scientificnameauthorship	vernacularname	nomenclaturalcode	taxonomicstatus	taxonremarks	lengthinmm	lengthtype	lengthunitsinferred	massing	massunitsinferred	underivedlifestage	underivedsex	dataset_url	dataset_citation	gbifdatasetid	gbifpublisherid	dataset_contact_email	dataset_contact	dataset_pubdate	lastindexed	migrator_version	hasmedia	hastissue	wascaptive	isfossil	isarch	vntype	haslength
PhysicalObject	48:00.0	CC0			California Academy of Sciences. CAS Herpetology (HERP). Record ID: urn:catalog:CAS:HERP:13856. Source: http://ipt.calacademy.org:8080/ipt/resource.do?r=herp (source published on 2017-09-27)	http://portal.vertnet.org/o/cas/herp?id=urn-catalog-cas-herp-13856	CAS			CAS	HERP		PreservedSpecimen				urn:catalog:CAS:HERP:13856	13856		J.R. Slevin								Alcohol																		12/16/06		350	350	1906	12	16	16-Dec-06	Under stones.							North America; USA; California; Monterey Co.	North America				USA		California	Monterey Co.		"Carmel, Old Mission"	"Carmel, Monterey Co., Cal.  at the Old Mission."											36.52274722	-121.9230056	not recorded	77												GNIS Gazetteer.		Lat/Long is Carmelite Mission.																													Batrachoseps relictus					Animalia; Chordata; Amphibia; Caudata; Plethodontidae	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Batrachoseps		relictus																	California Academy of Sciences. CAS Herpetology (HERP). Source: http://ipt.calacademy.org:8080/ipt/resource.do?r=herp (source published on 2017-09-27)	cece4fc2-1fec-4bb5-a335-7252548e3f0b	66522820-055c-11d8-b84e-b8a03c50a862	jvindum@calacademy.org	Jens Vindum	9/27/17	10/23/17	no migrator	0	0	0	0		specimen	0
PhysicalObject	48:00.0	CC0			California Academy of Sciences. CAS Herpetology (HERP). Record ID: urn:catalog:CAS:HERP:13858. Source: http://ipt.calacademy.org:8080/ipt/resource.do?r=herp (source published on 2017-09-27)	http://portal.vertnet.org/o/cas/herp?id=urn-catalog-cas-herp-13858	CAS			CAS	HERP		PreservedSpecimen				urn:catalog:CAS:HERP:13858	13858		J.R. Slevin								Alcohol																		12/16/06		350	350	1906	12	16	16-Dec-06	Under stones.							North America; USA; California; Monterey Co.	North America				USA		California	Monterey Co.		"Carmel, Old Mission"	"Carmel, Monterey Co., Cal.  at the Old Mission."											36.52274722	-121.9230056	not recorded	77												GNIS Gazetteer.		Lat/Long is Carmelite Mission.																													Batrachoseps relictus					Animalia; Chordata; Amphibia; Caudata; Plethodontidae	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Batrachoseps		relictus																	California Academy of Sciences. CAS Herpetology (HERP). Source: http://ipt.calacademy.org:8080/ipt/resource.do?r=herp (source published on 2017-09-27)	cece4fc2-1fec-4bb5-a335-7252548e3f0b	66522820-055c-11d8-b84e-b8a03c50a862	jvindum@calacademy.org	Jens Vindum	9/27/17	10/23/17	no migrator	0	0	0	0		specimen	0
PhysicalObject	48:00.0	CC0			California Academy of Sciences. CAS Herpetology (HERP). Record ID: urn:catalog:CAS:HERP:13859. Source: http://ipt.calacademy.org:8080/ipt/resource.do?r=herp (source published on 2017-09-27)	http://portal.vertnet.org/o/cas/herp?id=urn-catalog-cas-herp-13859	CAS			CAS	HERP		PreservedSpecimen				urn:catalog:CAS:HERP:13859	13859		J.R. Slevin								Alcohol																		12/16/06		350	350	1906	12	16	16-Dec-06	Under stones.							North America; USA; California; Monterey Co.	North America				USA		California	Monterey Co.		"Carmel, Old Mission"	"Carmel, Monterey Co., Cal.  at the Old Mission."											36.52274722	-121.9230056	not recorded	77												GNIS Gazetteer.		Lat/Long is Carmelite Mission.																													Batrachoseps relictus					Animalia; Chordata; Amphibia; Caudata; Plethodontidae	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Batrachoseps		relictus																	California Academy of Sciences. CAS Herpetology (HERP). Source: http://ipt.calacademy.org:8080/ipt/resource.do?r=herp (source published on 2017-09-27)	cece4fc2-1fec-4bb5-a335-7252548e3f0b	66522820-055c-11d8-b84e-b8a03c50a862	jvindum@calacademy.org	Jens Vindum	9/27/17	10/23/17	no migrator	0	0	0	0		specimen	0
PhysicalObject	48:00.0	CC0			California Academy of Sciences. CAS Herpetology (HERP). Record ID: urn:catalog:CAS:HERP:13865. Source: http://ipt.calacademy.org:8080/ipt/resource.do?r=herp (source published on 2017-09-27)	http://portal.vertnet.org/o/cas/herp?id=urn-catalog-cas-herp-13865	CAS			CAS	HERP		PreservedSpecimen				urn:catalog:CAS:HERP:13865	13865		J.R. Slevin								Alcohol																		12/16/06		350	350	1906	12	16	16-Dec-06	Under stones.							North America; USA; California; Monterey Co.	North America				USA		California	Monterey Co.		"Carmel, Old Mission"	"Carmel, Monterey Co., Cal.  at the Old Mission."											36.52274722	-121.9230056	not recorded	77												GNIS Gazetteer.		Lat/Long is Carmelite Mission.																													Batrachoseps relictus					Animalia; Chordata; Amphibia; Caudata; Plethodontidae	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Batrachoseps		relictus																	California Academy of Sciences. CAS Herpetology (HERP). Source: http://ipt.calacademy.org:8080/ipt/resource.do?r=herp (source published on 2017-09-27)	cece4fc2-1fec-4bb5-a335-7252548e3f0b	66522820-055c-11d8-b84e-b8a03c50a862	jvindum@calacademy.org	Jens Vindum	9/27/17	10/23/17	no migrator	0	0	0	0		specimen	0
PhysicalObject	48:00.0	CC0			California Academy of Sciences. CAS Herpetology (HERP). Record ID: urn:catalog:CAS:HERP:13867. Source: http://ipt.calacademy.org:8080/ipt/resource.do?r=herp (source published on 2017-09-27)	http://portal.vertnet.org/o/cas/herp?id=urn-catalog-cas-herp-13867	CAS			CAS	HERP		PreservedSpecimen				urn:catalog:CAS:HERP:13867	13867		J.R. Slevin								Alcohol																		12/16/06		350	350	1906	12	16	16-Dec-06	Under stones.							North America; USA; California; Monterey Co.	North America				USA		California	Monterey Co.		"Carmel, Old Mission"	"Carmel, Monterey Co., Cal.  at the Old Mission."											36.52274722	-121.9230056	not recorded	77												GNIS Gazetteer.		Lat/Long is Carmelite Mission.																													Batrachoseps relictus					Animalia; Chordata; Amphibia; Caudata; Plethodontidae	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Batrachoseps		relictus																	California Academy of Sciences. CAS Herpetology (HERP). Source: http://ipt.calacademy.org:8080/ipt/resource.do?r=herp (source published on 2017-09-27)	cece4fc2-1fec-4bb5-a335-7252548e3f0b	66522820-055c-11d8-b84e-b8a03c50a862	jvindum@calacademy.org	Jens Vindum	9/27/17	10/23/17	no migrator	0	0	0	0		specimen	0
PhysicalObject	48:00.0	CC0			California Academy of Sciences. CAS Herpetology (HERP). Record ID: urn:catalog:CAS:HERP:13871. Source: http://ipt.calacademy.org:8080/ipt/resource.do?r=herp (source published on 2017-09-27)	http://portal.vertnet.org/o/cas/herp?id=urn-catalog-cas-herp-13871	CAS			CAS	HERP		PreservedSpecimen				urn:catalog:CAS:HERP:13871	13871		J.R. Slevin								Alcohol																		12/16/06		350	350	1906	12	16	16-Dec-06	Under stones.							North America; USA; California; Monterey Co.	North America				USA		California	Monterey Co.		"Carmel, Old Mission"	"Carmel, Monterey Co., Cal.  at the Old Mission."											36.52274722	-121.9230056	not recorded	77												GNIS Gazetteer.		Lat/Long is Carmelite Mission.																													Batrachoseps relictus					Animalia; Chordata; Amphibia; Caudata; Plethodontidae	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Batrachoseps		relictus																	California Academy of Sciences. CAS Herpetology (HERP). Source: http://ipt.calacademy.org:8080/ipt/resource.do?r=herp (source published on 2017-09-27)	cece4fc2-1fec-4bb5-a335-7252548e3f0b	66522820-055c-11d8-b84e-b8a03c50a862	jvindum@calacademy.org	Jens Vindum	9/27/17	10/23/17	no migrator	0	0	0	0		specimen	0
PhysicalObject	48:00.0	CC0			California Academy of Sciences. CAS Herpetology (HERP). Record ID: urn:catalog:CAS:HERP:13872. Source: http://ipt.calacademy.org:8080/ipt/resource.do?r=herp (source published on 2017-09-27)	http://portal.vertnet.org/o/cas/herp?id=urn-catalog-cas-herp-13872	CAS			CAS	HERP		PreservedSpecimen				urn:catalog:CAS:HERP:13872	13872		J.R. Slevin								Alcohol																		12/16/06		350	350	1906	12	16	16-Dec-06	Under stones.							North America; USA; California; Monterey Co.	North America				USA		California	Monterey Co.		"Carmel, Old Mission"	"Carmel, Monterey Co., Cal.  at the Old Mission."											36.52274722	-121.9230056	not recorded	77												GNIS Gazetteer.		Lat/Long is Carmelite Mission.																													Batrachoseps relictus					Animalia; Chordata; Amphibia; Caudata; Plethodontidae	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Batrachoseps		relictus																	California Academy of Sciences. CAS Herpetology (HERP). Source: http://ipt.calacademy.org:8080/ipt/resource.do?r=herp (source published on 2017-09-27)	cece4fc2-1fec-4bb5-a335-7252548e3f0b	66522820-055c-11d8-b84e-b8a03c50a862	jvindum@calacademy.org	Jens Vindum	9/27/17	10/23/17	no migrator	0	0	0	0		specimen	0
PhysicalObject	3/1/18	https://creativecommons.org/publicdomain/zero/1.0/		http://vertnet.org/resources/norms.html	Cornell University Museum of Vertebrates. CUMV Amphibian and Reptile Collection. Record ID: 4ddc8838-5381-11e6-9649-a4a3446a4726. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=cumv_amph (source published on 2018-07-02)	http://portal.vertnet.org/o/cumv/amph-rept?id=4ddc8838-5381-11e6-9649-a4a3446a4726	http://grbio.org/cool/i64g-wjcr	http://grbio.org/cool/fra1-wrdm | http://grbio.org/cool/vg5r-57jw		CUMV	Amph | Rept		PreservedSpecimen				4ddc8838-5381-11e6-9649-a4a3446a4726	A-0009567		M. Feder							present	whole organism (isopropanol) - 1																	MF 1974FEB18-19	2/18/74		49	49	1974	2	18	18/2/1974								North America | United States | California | Santa Barbara County |  |  |  |	North America				United States	US	California	Santa Barbara		"Santa Cruz Island, Prisioners' Harbor"	"North America | United States | California | Santa Barbara County | Santa Cruz Island, Prisioners' Harbor"											34.0209045	-119.6852645	NAD27	496									Agent Man Secret	10/8/04			requires verification																														Batrachoseps relictus					Animalia | Chordata | Amphibia | Caudata | Plethodontidae | Batrachoseps	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Batrachoseps		relictus		species				ICZN											Cornell University Museum of Vertebrates. CUMV Amphibian and Reptile Collection. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=cumv_amph (source published on 2018-07-02)	a8ee9bc6-5914-427d-9fba-f8545250ac34	cf9ceb80-9f3d-11da-b791-b8a03c50a862	cbd63@cornell.edu	Casey Dillman	7/2/18	7/3/18	1/8/18	0	0	0	0	0	specimen	0
PhysicalObject	12/3/17	https://creativecommons.org/publicdomain/zero/1.0		http://vertnet.org/resources/norms.html	Natural History Museum of Los Angeles County. LACM Vertebrate Collection. Record ID: 00C468EB-2666-40CC-A587-32587DE8D35C. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=lacm_verts (source published on 2018-01-08)	http://portal.vertnet.org/o/lacm/herps?id=00c468eb-2666-40cc-a587-32587de8d35c	http://biocol.org/urn:lsid:biocol:org:34802	http://biocol.org/urn:lsid:biocol:org:34803		LACM	Herps	LACM Vertebrates	PreservedSpecimen				00C468EB-2666-40CC-A587-32587DE8D35C	34506	60-16	A.H.Brame	1						present																			1/31/60		31	31	1960	1	31	1/31/60								| USA | California | Monterey |  |  |  |	North America				United States	US	California	Monterey		1 mi. S. Monterey; Don Dahvee Park; opposite 1280 Munras Ave and 1100 Cass; E. side Hwy 1	USA | California | Monterey | 1 mi. S. Monterey; Don Dahvee Park; opposite 1280 Munras Ave and 1100 Cass; E. side Hwy 1											36.58883	-121.89525	NAD27	560			36.58883	-121.89525	decimal degrees						VertNet Georeferencing Guidelines		requires verification	"1280 Munras Ave and 1100 Cass Ave are 2 blocks apart, but Don Dahvee Park is near both houses."																													Batrachoseps relictus					Chordata | Amphibia | Caudata | Plethodontidae | Batrachoseps |	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Batrachoseps		relictus		species				ICZN											Natural History Museum of Los Angeles County. LACM Vertebrate Collection. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=lacm_verts (source published on 2018-01-08)	7a25f7aa-03fb-4322-aaeb-66719e1a9527	493fe050-055d-11d8-b84f-b8a03c50a862	rfeeney@nhm.org	Rick Feeney	1/8/18	11/5/18	12/3/17	0	0	0	0		specimen	0
PhysicalObject	10/30/18	https://creativecommons.org/publicdomain/zero/1.0		http://vertnet.org/resources/norms.html	Natural History Museum of Los Angeles County. LACM Vertebrate Collection. Record ID: 028BE805-8678-4838-96F2-16261E903900. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=lacm_verts (source published on 2018-11-04)	http://portal.vertnet.org/o/lacm/herps?id=028be805-8678-4838-96f2-16261e903900	http://biocol.org/urn:lsid:biocol:org:34802	http://biocol.org/urn:lsid:biocol:org:34803		LACM	Herps	LACM Vertebrates	PreservedSpecimen				028BE805-8678-4838-96F2-16261E903900	34363	64-7	A.H.Brame	1						present																			5/17/64		138	138	1964	5	17	5/17/64								| USA | California | Kern |  |  |  |	North America				United States	US	California	Kern		150 yds above Democrat Hotsprings turnoff	USA | California | Kern | 150 yds above Democrat Hotsprings turnoff											35.5290704	-118.6576914	NAD27	109			35.5290704	-118.6576914	decimal degrees						VertNet Georeferencing Guidelines		requires verification	.085 mi N of Democrat Hot Springs turnoff on Hwy 178																					paratype								Batrachoseps relictus					Chordata | Amphibia | Caudata | Plethodontidae | Batrachoseps |	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Batrachoseps		relictus		species				ICZN											Natural History Museum of Los Angeles County. LACM Vertebrate Collection. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=lacm_verts (source published on 2018-11-04)	7a25f7aa-03fb-4322-aaeb-66719e1a9527	493fe050-055d-11d8-b84f-b8a03c50a862	rfeeney@nhm.org	Rick Feeney	11/4/18	11/5/18	11/3/18	0	0	0	0	0	specimen	0
PhysicalObject	10/30/18	https://creativecommons.org/publicdomain/zero/1.0		http://vertnet.org/resources/norms.html	Natural History Museum of Los Angeles County. LACM Vertebrate Collection. Record ID: 029BC4D9-D505-49C0-9AE8-26EAA11DEF39. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=lacm_verts (source published on 2018-11-04)	http://portal.vertnet.org/o/lacm/herps?id=029bc4d9-d505-49c0-9ae8-26eaa11def39	http://biocol.org/urn:lsid:biocol:org:34802	http://biocol.org/urn:lsid:biocol:org:34803		LACM	Herps	LACM Vertebrates	PreservedSpecimen				029BC4D9-D505-49C0-9AE8-26EAA11DEF39	32343	"#1, 57-85"	A.H.Brame	1						present																			3/1/57		60	60	1957	3	1	3/1/57								| USA | California | Monterey |  |  |  |	North America				United States	US	California	Monterey		"Monterey, Hwy 1, Don Dahvee Park; across st. from 1138 Munras Ave.; next to Iris Canyon Rd."	"USA | California | Monterey | Monterey, Hwy 1, Don Dahvee Park; across st. from 1138 Munras Ave.; next to Iris Canyon Rd."											36.58993	-121.8953	NAD27	180			36.58993	-121.8953	decimal degrees						VertNet Georeferencing Guidelines		requires verification																														Batrachoseps relictus					Chordata | Amphibia | Caudata | Plethodontidae | Batrachoseps |	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Batrachoseps		relictus		species				ICZN											Natural History Museum of Los Angeles County. LACM Vertebrate Collection. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=lacm_verts (source published on 2018-11-04)	7a25f7aa-03fb-4322-aaeb-66719e1a9527	493fe050-055d-11d8-b84f-b8a03c50a862	rfeeney@nhm.org	Rick Feeney	11/4/18	11/5/18	11/3/18	0	0	0	0	0	specimen	0
