type	modified	license	rightsholder	accessrights	bibliographiccitation	references	institutionid	collectionid	datasetid	institutioncode	collectioncode	datasetname	basisofrecord	informationwithheld	datageneralizations	dynamicproperties	occurrenceid	catalognumber	recordnumber	recordedby	individualcount	sex	lifestage	reproductivecondition	behavior	establishmentmeans	occurrencestatus	preparations	disposition	associatedmedia	associatedreferences	associatedsequences	associatedtaxa	othercatalognumbers	occurrenceremarks	organismid	organismname	organismscope	associatedoccurrences	associatedorganisms	previousidentifications	organismremarks	materialsampleid	eventid	fieldnumber	eventdate	eventtime	startdayofyear	enddayofyear	year	month	day	verbatimeventdate	habitat	samplingprotocol	samplingeffort	fieldnotes	eventremarks	locationid	highergeographyid	highergeography	continent	waterbody	islandgroup	island	country	countrycode	stateprovince	county	municipality	locality	verbatimlocality	minimumelevationinmeters	maximumelevationinmeters	verbatimelevation	minimumdepthinmeters	maximumdepthinmeters	verbatimdepth	minimumdistanceabovesurfaceinmeters	maximumdistanceabovesurfaceinmeters	locationaccordingto	locationremarks	decimallatitude	decimallongitude	geodeticdatum	coordinateuncertaintyinmeters	coordinateprecision	verbatimcoordinates	verbatimlatitude	verbatimlongitude	verbatimcoordinatesystem	verbatimsrs	footprintwkt	footprintsrs	georeferencedby	georeferenceddate	georeferenceprotocol	georeferencesources	georeferenceverificationstatus	georeferenceremarks	geologicalcontextid	earliesteonorlowesteonothem	latesteonorhighesteonothem	earliesteraorlowesterathem	latesteraorhighesterathem	earliestperiodorlowestsystem	latestperiodorhighestsystem	earliestepochorlowestseries	latestepochorhighestseries	earliestageorloweststage	latestageorhigheststage	lowestbiostratigraphiczone	highestbiostratigraphiczone	lithostratigraphicterms	group	formation	member	bed	identificationid	identificationqualifier	typestatus	identifiedby	dateidentified	identificationreferences	identificationverificationstatus	identificationremarks	scientificnameid	namepublishedinid	scientificname	acceptednameusage	originalnameusage	namepublishedin	namepublishedinyear	higherclassification	kingdom	phylum	class	order	family	genus	subgenus	specificepithet	infraspecificepithet	taxonrank	verbatimtaxonrank	scientificnameauthorship	vernacularname	nomenclaturalcode	taxonomicstatus	taxonremarks	lengthinmm	lengthtype	lengthunitsinferred	massing	massunitsinferred	underivedlifestage	underivedsex	dataset_url	dataset_citation	gbifdatasetid	gbifpublisherid	dataset_contact_email	dataset_contact	dataset_pubdate	lastindexed	migrator_version	hasmedia	hastissue	wascaptive	isfossil	isarch	vntype	haslength
PhysicalObject	2016-10-14 19:12:46.0	http://creativecommons.org/publicdomain/zero/1.0/		http://www.vertnet.org/resources/norms.html	Museum of Vertebrate Zoology, UC Berkeley. MVZ Herp Collection (Arctos). Record ID: http://arctos.database.museum/guid/MVZ:Herp:132947?seid=1577703. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=mvz_herp (source published on 2016-06-24)	http://arctos.database.museum/guid/MVZ:Herp:132947	urn:lsid:biocol.org:col:34777	urn:lsid:biocol.org:col:34818		MVZ	Amphibian and reptile specimens		PreservedSpecimen			sex=unknown ; age class=adult/juvenile	http://arctos.database.museum/guid/MVZ:Herp:132947?seid=1577703	132947		Collector(s): James F. Lynch	1	undetermined	adult/juvenile					tissue extract (frozen); whole organism (cleared and stained)						MVZ salamander tissue collection=S-992	COLLECTED 29-30 AUG 1975	http://arctos.database.museum/guid/MVZ:Herp:132947					<i>Bolitoglossa dunni</i> (accepted ID) identified by Museum of Vertebrate Zoology, University of California, Berkeley on 1999-01-27; method: legacy					1975-08-29		241	241	1975	08	29	29 Aug 1975								Central America, Honduras, Cortes	Central America				Honduras		Cortes			Sierra de Omoa, 10 km W (by air) San Pedro Sula	Sierra de Omoa, 10 km [Air] W San Pedro Sula	1220	1220							Kristina Yamamoto		15.46542	-88.11944	World Geodetic System 1984	7193		15.46542/-88.11944			decimal degrees				Kristina Yamamoto	2004-07-08	MaNIS georeferencing guidelines	Alexandria Digital Library Gazetteer	unverified																					A		Museum of Vertebrate Zoology, University of California, Berkeley	1999-01-27		legacy				Bolitoglossa dunni					Animalia; Chordata; Amphibia; Caudata; Plethodontidae; Plethodontinae;	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Bolitoglossa		dunni						ICZN								adult/juvenile	unknown		Museum of Vertebrate Zoology, UC Berkeley. MVZ Herp Collection (Arctos). Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=mvz_herp (source published on 2016-06-24)	09c4287e-e6d5-4552-a07f-bff8a00833d8	8edbbde0-055e-11d8-b850-b8a03c50a862	atrox@berkeley.edu	Carol Spencer	2016-06-24	2017-10-22	no migrator	0	1	0	0		specimen	0
PhysicalObject	2016-10-14 19:12:46.0	http://creativecommons.org/publicdomain/zero/1.0/		http://www.vertnet.org/resources/norms.html	Museum of Vertebrate Zoology, UC Berkeley. MVZ Herp Collection (Arctos). Record ID: http://arctos.database.museum/guid/MVZ:Herp:186726?seid=619726. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=mvz_herp (source published on 2016-06-24)	http://arctos.database.museum/guid/MVZ:Herp:186726	urn:lsid:biocol.org:col:34777	urn:lsid:biocol.org:col:34818		MVZ	Amphibian and reptile specimens		PreservedSpecimen			sex=unknown ; age class=adult/juvenile	http://arctos.database.museum/guid/MVZ:Herp:186726?seid=619726	186726	5516	Collector(s): Larry David Wilson, James Randy McCranie	1	undetermined	adult/juvenile					whole organism (ethanol)						collector number=5516	IN ARBOREAL BROMELIAD	http://arctos.database.museum/guid/MVZ:Herp:186726					"<i>Bolitoglossa dunni</i> (accepted ID) identified by Museum of Vertebrate Zoology, University of California, Berkeley on 1999-01-27; method: legacy<br><i>Bolitoglossa dunni</i> identified by James Randy McCranie, Larry David Wilson <i>sensu</i> <a href="http://arctos.database.museum/publication/10000154">McCranie and Wilson 1993</a>; method: type specimen Remark: ID from citation in McCranie and Wilson 1993."					1980-05-22		143	143	1980	05	22	22 May 1980								Central America, Honduras, Cortes	Central America				Honduras		Cortes			Cerro Cusuco	Cerro Cusuco	1550	1550							Kristina Yamamoto		15.5	-88.2167	World Geodetic System 1984	7569		15.5/-88.2167			decimal degrees				Kristina Yamamoto	2004-07-08	MaNIS georeferencing guidelines	Alexandria Digital Library Gazetteer	unverified																					A	"voucher of <a href="http://arctos.database.museum/name/Bolitoglossa dunni">Bolitoglossa dunni</a>, page 4 in <a href="http://arctos.database.museum/publication/10000154">McCranie and Wilson 1993</a>"	Museum of Vertebrate Zoology, University of California, Berkeley	1999-01-27		legacy				Bolitoglossa dunni					Animalia; Chordata; Amphibia; Caudata; Plethodontidae; Plethodontinae;	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Bolitoglossa		dunni						ICZN								adult/juvenile	unknown		Museum of Vertebrate Zoology, UC Berkeley. MVZ Herp Collection (Arctos). Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=mvz_herp (source published on 2016-06-24)	09c4287e-e6d5-4552-a07f-bff8a00833d8	8edbbde0-055e-11d8-b850-b8a03c50a862	atrox@berkeley.edu	Carol Spencer	2016-06-24	2017-10-22	no migrator	0	0	0	0		specimen	0
PhysicalObject	2016-10-14 19:12:46.0	http://creativecommons.org/publicdomain/zero/1.0/		http://www.vertnet.org/resources/norms.html	Museum of Vertebrate Zoology, UC Berkeley. MVZ Herp Collection (Arctos). Record ID: http://arctos.database.museum/guid/MVZ:Herp:232947?seid=1745493. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=mvz_herp (source published on 2016-06-24)	http://arctos.database.museum/guid/MVZ:Herp:232947	urn:lsid:biocol.org:col:34777	urn:lsid:biocol.org:col:34818		MVZ	Amphibian and reptile specimens		PreservedSpecimen			sex=unknown ; age class=adult/juvenile	http://arctos.database.museum/guid/MVZ:Herp:232947?seid=1745493	232947		Collector(s): unknown	1	undetermined	adult/juvenile					tissue extract (frozen)						MVZ salamander tissue collection=S-364		http://arctos.database.museum/guid/MVZ:Herp:232947					<i>Bolitoglossa dunni</i> (accepted ID) identified by Museum of Vertebrate Zoology, University of California, Berkeley on 1999-01-27; method: legacy					1818-06-20	1818-06-20/1974-05-31	171	171	1818	6	20	prior to 31 May 1974								Central America, Honduras, Cortes	Central America				Honduras		Cortes			mountains W of San Pedro Sula	Mts. W of San Pedrosula									Kristina Yamamoto		15.5833	-88.2	World Geodetic System 1984	22569		15.5833/-88.2			decimal degrees				Kristina Yamamoto	2004-07-08	MaNIS georeferencing guidelines	Alexandria Digital Library Gazetteer	unverified																					A		Museum of Vertebrate Zoology, University of California, Berkeley	1999-01-27		legacy				Bolitoglossa dunni					Animalia; Chordata; Amphibia; Caudata; Plethodontidae; Plethodontinae;	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Bolitoglossa		dunni						ICZN								adult/juvenile	unknown		Museum of Vertebrate Zoology, UC Berkeley. MVZ Herp Collection (Arctos). Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=mvz_herp (source published on 2016-06-24)	09c4287e-e6d5-4552-a07f-bff8a00833d8	8edbbde0-055e-11d8-b850-b8a03c50a862	atrox@berkeley.edu	Carol Spencer	2016-06-24	2017-10-22	no migrator	0	1	0	0		specimen	0
PhysicalObject	2017-01-11 16:31:12.0	http://creativecommons.org/publicdomain/zero/1.0/		http://www.vertnet.org/resources/norms.html	Museum of Vertebrate Zoology, UC Berkeley. MVZ Herp Collection (Arctos). Record ID: http://arctos.database.museum/guid/MVZ:Herp:263453?seid=2598442. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=mvz_herp (source published on 2016-06-24)	http://arctos.database.museum/guid/MVZ:Herp:263453	urn:lsid:biocol.org:col:34777	urn:lsid:biocol.org:col:34818		MVZ	Amphibian and reptile specimens		PreservedSpecimen			sex=female ; age class=adult	http://arctos.database.museum/guid/MVZ:Herp:263453?seid=2598442	263453	SMR 458	Collector(s): Sean M. Rovito, Theodore J. Papenfuss	1	female	adult					tissue (flash-frozen); whole organism (70% ethanol)						collector number=SMR 458		http://arctos.database.museum/guid/MVZ:Herp:263453					<i>Bolitoglossa dunni</i> (accepted ID) identified by Sean M. Rovito on 2007-09-01; method: field					2007-09-01		244	244	2007	09	01	9/01/07								Central America, Honduras, Cortes	Central America				Honduras		Cortes			12.7km (by road) W of CA-5 at Hospital Cemesa, San Pedro Sula, Sierra de Omoa	12.7km (by road) W of CA-5 at Hospital Cemesa, San Pedro Sula, Sierra de Omoa, Depto. Cortes, Honduras	1469	1469							Sean M. Rovito		15.49894	-88.10838	World Geodetic System 1984	7		15.49894/-88.10838			decimal degrees				Sean M. Rovito	2007-09-01	not recorded	GPS	unverified																					A		Sean M. Rovito	2007-09-01		field				Bolitoglossa dunni					Animalia; Chordata; Amphibia; Caudata; Plethodontidae; Plethodontinae;	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Bolitoglossa		dunni						ICZN								adult	female		Museum of Vertebrate Zoology, UC Berkeley. MVZ Herp Collection (Arctos). Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=mvz_herp (source published on 2016-06-24)	09c4287e-e6d5-4552-a07f-bff8a00833d8	8edbbde0-055e-11d8-b850-b8a03c50a862	atrox@berkeley.edu	Carol Spencer	2016-06-24	2017-10-22	no migrator	0	1	0	0		specimen	0
PhysicalObject	2015-08-31 19:26:01.0	http://creativecommons.org/publicdomain/zero/1.0/		http://www.vertnet.org/resources/norms.html	Museum of Vertebrate Zoology, UC Berkeley. MVZ Herp Collection (Arctos). Record ID: http://arctos.database.museum/guid/MVZ:Herp:263821?seid=2609675. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=mvz_herp (source published on 2016-06-24)	http://arctos.database.museum/guid/MVZ:Herp:263821	urn:lsid:biocol.org:col:34777	urn:lsid:biocol.org:col:34818		MVZ	Amphibian and reptile specimens		PreservedSpecimen			sex=male ; age class=adult	http://arctos.database.museum/guid/MVZ:Herp:263821?seid=2609675	263821	CRVA 1457	Collector(s): Carlos Roberto Vasquez Almazan, Sean M. Rovito, Theodore J. Papenfuss, Edgar Gustavo Ruano	1	male	adult					tissue (flash-frozen)						collector number=CRVA 1457		http://arctos.database.museum/guid/MVZ:Herp:263821					<i>Bolitoglossa dunni</i> (accepted ID) identified by Sean M. Rovito on 2008-01-05; method: field					2008-01-05		5	5	2008	01	05	1/5/08								Central America, Guatemala, Izabal	Central America				Guatemala		Izabal			Road from Finca Firmeza to Cerro Negro Norte, 2.9 km SE (by air) of house at Finca Firmeza, Sierra de Caral	Road from Finca Firmeza to Cerro Negro Norte, 2.9 km SE (by air) of house at Finca Firmeza, Sierra de Caral, Depto. Izabal, Guatemala	1260	1260							Sean M. Rovito		15.35625	-88.68266	World Geodetic System 1984	6		15.35625/-88.68266			decimal degrees				Sean M. Rovito	2008-01-05	MaNIS georeferencing guidelines	GPS	unverified																					A		Sean M. Rovito	2008-01-05		field				Bolitoglossa dunni					Animalia; Chordata; Amphibia; Caudata; Plethodontidae; Plethodontinae;	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Bolitoglossa		dunni						ICZN								adult	male		Museum of Vertebrate Zoology, UC Berkeley. MVZ Herp Collection (Arctos). Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=mvz_herp (source published on 2016-06-24)	09c4287e-e6d5-4552-a07f-bff8a00833d8	8edbbde0-055e-11d8-b850-b8a03c50a862	atrox@berkeley.edu	Carol Spencer	2016-06-24	2017-10-22	no migrator	0	1	0	0		specimen	0
PhysicalObject	2016-10-14 19:12:46.0	http://creativecommons.org/publicdomain/zero/1.0/		http://www.vertnet.org/resources/norms.html	Museum of Vertebrate Zoology, UC Berkeley. MVZ Herp Collection (Arctos). Record ID: http://arctos.database.museum/guid/MVZ:Herp:263837?seid=2609683. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=mvz_herp (source published on 2016-06-24)	http://arctos.database.museum/guid/MVZ:Herp:263837	urn:lsid:biocol.org:col:34777	urn:lsid:biocol.org:col:34818		MVZ	Amphibian and reptile specimens		PreservedSpecimen			sex=female ; age class=adult	http://arctos.database.museum/guid/MVZ:Herp:263837?seid=2609683	263837	SMR 506	Collector(s): Sean M. Rovito, Theodore J. Papenfuss	1	female	adult					whole organism (ethanol); tissue (flash-frozen)						collector number=SMR 506		http://arctos.database.museum/guid/MVZ:Herp:263837					<i>Bolitoglossa dunni</i> (accepted ID) identified by Sean M. Rovito on 2008-01-07; method: field					2008-01-07		7	7	2008	01	07	1/7/08								Central America, Honduras, Cortes	Central America				Honduras		Cortes			Sierra de Omoa, 13.7 km (by road) from Hospital Cemesa, W of San Pedro Sula	Sierra de Omoa, 13.7 km (by road) from Hospital Cemesa, W of San Pedro Sula, Depto. Cortes, Honduras	1536	1536							Sean M. Rovito		15.504	-88.10877	World Geodetic System 1984	9		15.504/-88.10877			decimal degrees				Sean M. Rovito	2008-01-07	MaNIS georeferencing guidelines	GPS	unverified																					A		Sean M. Rovito	2008-01-07		field				Bolitoglossa dunni					Animalia; Chordata; Amphibia; Caudata; Plethodontidae; Plethodontinae;	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Bolitoglossa		dunni						ICZN								adult	female		Museum of Vertebrate Zoology, UC Berkeley. MVZ Herp Collection (Arctos). Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=mvz_herp (source published on 2016-06-24)	09c4287e-e6d5-4552-a07f-bff8a00833d8	8edbbde0-055e-11d8-b850-b8a03c50a862	atrox@berkeley.edu	Carol Spencer	2016-06-24	2017-10-22	no migrator	0	1	0	0		specimen	0
PhysicalObject		CC0			National Museum of Natural History, Smithsonian Institution. NMNH Amphibians & Reptiles. Record ID: http://n2t.net/ark:/65665/3cf50c016-818e-4de8-bfac-f4af651de08e. Source: http://collections.nmnh.si.edu/ipt/resource?r=nmnh_extant_dwc-a (source published on 2016-07-21)	http://portal.vertnet.org/o/usnm/amphibians-reptiles?id=http-n2t-net-ark-65665-3cf50c016-818e-4de8-bfac-f4af651de08e				USNM	Amphibians & Reptiles		PreservedSpecimen				http://n2t.net/ark:/65665/3cf50c016-818e-4de8-bfac-f4af651de08e	523282			1							Ethanol																		1997-08-07		219	219	1997	8	7	7 Aug 1997								Honduras, Cort̩s					Honduras		Cort̩s			San Pedro Sula, 12.7 km W of		1500	1500	1500 m								15.5	-88.1517	WGS84	13845											Alexandria Digital Library Gazetteer, MaNIS/HerpNET/ORNIS Georeferencing Guidelines			Locality extent = 3																													Bolitoglossa dunni					Animalia, Chordata, Vertebrata, Amphibia, Caudata, Plethodontidae	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Bolitoglossa		dunni																	National Museum of Natural History, Smithsonian Institution. NMNH Amphibians & Reptiles. Source: http://collections.nmnh.si.edu/ipt/resource?r=nmnh_extant_dwc-a (source published on 2016-07-21)	5df38344-b821-49c2-8174-cf0f29f4df0d-Herps	bc092ff0-02e4-11dc-991f-b8a03c50a862	orrellt@si.edu	Thomas Orrell	2016-07-21	2017-01-26	no migrator	0	0	0	0		specimen	0
PhysicalObject	2018-10-30	https://creativecommons.org/publicdomain/zero/1.0		http://vertnet.org/resources/norms.html	Natural History Museum of Los Angeles County. LACM Vertebrate Collection. Record ID: 482B1CC8-29DB-4569-9C8C-1824EE8EC117. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=lacm_verts (source published on 2018-11-04)	http://portal.vertnet.org/o/lacm/herps?id=482b1cc8-29db-4569-9c8c-1824ee8ec117	http://biocol.org/urn:lsid:biocol:org:34802	http://biocol.org/urn:lsid:biocol:org:34803		LACM	Herps	LACM Vertebrates	PreservedSpecimen				482B1CC8-29DB-4569-9C8C-1824EE8EC117	46940	JRM 2921	John R Meyer	1						present								ID by Lynch '76											1968-06-27		179	179	1968	6	27	1968-06-27								| Honduras | Ocotepeque |  |  |  |  |	North America				Honduras	HN	Ocotepeque			12.5 mi. E Nuevo Octotepeque	Honduras | Ocotepeque | 12.5 mi. E Nuevo Octotepeque											14.43333	-88.99677	WGS84	18739			14.43333	-88.99677	degrees minutes seconds						VertNet Georeferencing Guidelines		requires verification	By air due to lack of suitable road. Extent is halfway to next nearest named place																													Bolitoglossa dunni					Chordata | Amphibia | Caudata | Plethodontidae | Bolitoglossa |	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Bolitoglossa		dunni		species				ICZN											Natural History Museum of Los Angeles County. LACM Vertebrate Collection. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=lacm_verts (source published on 2018-11-04)	7a25f7aa-03fb-4322-aaeb-66719e1a9527	493fe050-055d-11d8-b84f-b8a03c50a862	rfeeney@nhm.org	Rick Feeney	2018-11-04	2018-11-05	2018-11-03	0	0	0	0	0	specimen	0
PhysicalObject	2017-08-31 15:08:12.0	CC-BY-NC	President and Fellows of Harvard College		Museum of Comparative Zoology, Harvard University. Museum of Comparative Zoology, Harvard University, Subset of data for VERTNET. Record ID: MCZ:Herp:A-10732. Source: http://digir.mcz.harvard.edu/ipt/resource.do?r=mcz_subset_for_vertnet (source published on 2017-07-11)	http://mczbase.mcz.harvard.edu/guid/MCZ:Herp:A-10732	b4640710-8e03-11d8-b956-b8a03c50a862			MCZ	Herp		PreservedSpecimen			{"size":"Red phase"}	MCZ:Herp:A-10732	A-10732	4552	Karl Patterson Schmidt, LLWalters	1							whole animal (ethanol)	unknown	http://mczbase.mcz.harvard.edu/specimen_images/herpetology/large/A10732_B_dunni_P_d.jpg|http://mczbase.mcz.harvard.edu/specimen_images/herpetology/large/A10732_B_dunni_P_ffd.jpg|http://mczbase.mcz.harvard.edu/specimen_images/herpetology/large/A10732_B_dunni_P_hfd.jpg|http://mczbase.mcz.harvard.edu/specimen_images/herpetology/large/A10732_B_dunni_P_hl.jpg|http://mczbase.mcz.harvard.edu/specimen_images/herpetology/large/A10732_B_dunni_P_v.jpg				collector number=4552; muse location number=ZA10730	size: Red phase											1923-04-01		91	91	1923	4	1	1/4/1923-1/4/1923								Central America: Honduras: Cortes	Central America				Honduras	HN	Cortes			Mts W of San Pedro, Honduras [VERBATIM ELEVATION:4500ft]	Mts. W. of San Pedro, Honduras 4500ft											15.5	-88.07119751	WGS84	15619					decimal degrees				Kristina Yamamoto		MaNIS/HerpNET/ORNIS Georeferencing Guidelines	Instituto Geografico Nacional de Honduras. 1968. 1:50,000		Assumed meant San Pedro Sula.																						Catalog			unverified	OCE by ALoveridge; Paratype of Oedipus dunni Schmidt, 1933			Bolitoglossa dunni					Animalia Chordata Amphibia Lissamphibia Caudata Salamandroidea Plethodontidae Bolitoglossa dunni	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Bolitoglossa		dunni				(Schmidt, 1933)		ICZN											Museum of Comparative Zoology, Harvard University. Museum of Comparative Zoology, Harvard University, Subset of data for VERTNET. Source: http://digir.mcz.harvard.edu/ipt/resource.do?r=mcz_subset_for_vertnet (source published on 2017-07-11)	4bfac3ea-8763-4f4b-a71a-76a6f5f243d3	b4640710-8e03-11d8-b956-b8a03c50a862	bhaley@oeb.harvard.edu	Brendan Haley	2017-07-11	2018-09-22	no migrator	1	0	0	0	0	specimen	0
PhysicalObject	2017-08-31 15:08:12.0	CC-BY-NC	President and Fellows of Harvard College		Museum of Comparative Zoology, Harvard University. Museum of Comparative Zoology, Harvard University, Subset of data for VERTNET. Record ID: MCZ:Herp:A-10733. Source: http://digir.mcz.harvard.edu/ipt/resource.do?r=mcz_subset_for_vertnet (source published on 2017-07-11)	http://mczbase.mcz.harvard.edu/guid/MCZ:Herp:A-10733	b4640710-8e03-11d8-b956-b8a03c50a862			MCZ	Herp		PreservedSpecimen			{"size":"Dark phase"}	MCZ:Herp:A-10733	A-10733	4557	Karl Patterson Schmidt, LLWalters	1							whole animal (ethanol)	unknown					collector number=4557; muse location number=ZA10730	size: Dark phase											1923-04-01		91	91	1923	4	1	1/4/1923-1/4/1923								Central America: Honduras: Cortes	Central America				Honduras	HN	Cortes			Mts W of San Pedro, Honduras [VERBATIM ELEVATION:4500ft]	Mts. W. of San Pedro, Honduras 4500ft											15.5	-88.07119751	WGS84	15619					decimal degrees				Kristina Yamamoto		MaNIS/HerpNET/ORNIS Georeferencing Guidelines	Instituto Geografico Nacional de Honduras. 1968. 1:50,000		Assumed meant San Pedro Sula.																						Catalog			unverified	OCE by ALoveridge; Paratype of Oedipus dunni Schmidt, 1933			Bolitoglossa dunni					Animalia Chordata Amphibia Lissamphibia Caudata Salamandroidea Plethodontidae Bolitoglossa dunni	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Bolitoglossa		dunni				(Schmidt, 1933)		ICZN											Museum of Comparative Zoology, Harvard University. Museum of Comparative Zoology, Harvard University, Subset of data for VERTNET. Source: http://digir.mcz.harvard.edu/ipt/resource.do?r=mcz_subset_for_vertnet (source published on 2017-07-11)	4bfac3ea-8763-4f4b-a71a-76a6f5f243d3	b4640710-8e03-11d8-b956-b8a03c50a862	bhaley@oeb.harvard.edu	Brendan Haley	2017-07-11	2018-09-22	no migrator	0	0	0	0	0	specimen	0
