X,Y,Test or train,Raw prediction,Cumulative prediction,Cloglog prediction
1.0,1.0,train,1.2062295650611422E-4,20.931619696851264,0.568733230447577
3.0,3.0,train,1.351601106611783E-4,23.32889626895328,0.6103034455950384
4.0,4.0,train,1.4563652555036341E-4,25.23593515348652,0.6377542377675697
5.0,5.0,train,1.2135813425054498E-4,21.029538507386963,0.5709382195409738
6.0,6.0,train,1.3443617432728735E-4,23.176658478992582,0.6083314580423107
7.0,7.0,train,9.514798222822619E-5,16.930092447243794,0.4849067694735615
9.0,9.0,train,1.4210758238755272E-4,24.577067799082034,0.6287305809425412
10.0,10.0,train,9.580227311209335E-5,17.02894713429342,0.48725125295201066
11.0,11.0,train,1.6328329164823867E-4,30.601154164996817,0.679692003869115
12.0,12.0,train,9.223279032200659E-5,16.470186552567483,0.47432995547854195
13.0,13.0,train,1.1083331219976321E-4,19.36193817500505,0.5382683307846216
14.0,14.0,train,1.0069739118969959E-4,17.805335087549775,0.5044563925194381
15.0,15.0,train,2.0559755740500252E-4,69.52349914267694,0.7615279498142055
16.0,16.0,train,2.256520967294376E-4,84.58706754298565,0.7926466474812441
17.0,17.0,train,1.2055792910325763E-4,20.922963203014756,0.5685376517419691
18.0,18.0,train,8.642913660599307E-5,15.619531365386113,0.45262234733204776
19.0,19.0,train,1.4316057040708791E-4,24.76226549193901,0.6314463950002247
20.0,20.0,train,7.310158438420673E-5,13.300677326823228,0.3993192133165939
21.0,21.0,train,1.976999028638993E-4,60.50080580378877,0.7480281138078161
22.0,22.0,train,9.394192974588065E-5,16.755903806263806,0.4805570621451847
23.0,23.0,train,6.51738987504387E-5,12.098874073638324,0.3651819327431173
24.0,24.0,train,1.9158741261108238E-4,52.608375133501625,0.7370573126262443
25.0,25.0,train,1.5292262862008364E-4,26.887513503945865,0.655697220415538
26.0,26.0,train,1.8784102606474545E-4,48.03352865603591,0.7300984400599169
27.0,27.0,train,9.304380583111354E-5,16.608639015031436,0.477294075395127
29.0,29.0,train,2.1597799014258772E-4,78.65877805672751,0.7781778690050422
30.0,30.0,train,8.515248553900832E-5,15.382962298146474,0.44772823080908397
31.0,31.0,train,6.998498905998829E-5,12.790490314080609,0.38612352555834817
32.0,32.0,train,5.320357531489013E-5,10.339446906890942,0.30992517937201713
34.0,34.0,train,1.0122908593444786E-4,17.897000806612336,0.506290058371774
35.0,35.0,train,8.490353085684639E-5,15.33211788480075,0.44676876207360117
36.0,36.0,train,1.1578382477282144E-4,20.145731515415257,0.5539339245927406
37.0,37.0,train,9.415712402438081E-5,16.78698404486645,0.48133585776770826
38.0,38.0,train,1.1455182921014995E-4,19.97380961874414,0.5500857420938152
39.0,39.0,train,1.050907269190247E-4,18.437266839812644,0.5194057423514473
40.0,40.0,train,9.506332988488454E-5,16.917866215916135,0.48460265736999253
41.0,41.0,train,8.8052488557689E-5,15.873907957222794,0.458782975079041
42.0,42.0,train,1.2031483342297613E-4,20.890602134209974,0.5678057227388871
44.0,44.0,train,1.6647835415267646E-4,31.780604817258627,0.6867486672074601
45.0,45.0,train,1.9518357716225533E-4,57.39626971072988,0.7435683176034398
46.0,46.0,train,1.9506534589229353E-4,57.24776370438699,0.7433568403019788
47.0,47.0,train,1.896876223765731E-4,50.065014264456686,0.7335511910465529
48.0,48.0,train,3.0214591271615545E-4,98.19929419649154,0.8783581801870053
49.0,49.0,train,3.2864128993708027E-4,98.90708268126082,0.8988762382083885
50.0,50.0,train,2.2997294250977284E-4,86.83270403791326,0.7988003296006061
51.0,51.0,train,2.0566377400822123E-4,69.62826166327682,0.7616380238371874
53.0,53.0,train,5.477499510645446E-5,10.572889795889132,0.3174447336420053
54.0,54.0,train,7.45259072723154E-5,13.503847415656375,0.40525499902821016
55.0,55.0,train,1.0630539958474307E-4,18.645154432271905,0.5234587813840391
56.0,56.0,train,5.8369941419956744E-5,11.18470847781261,0.3343405601748435
57.0,57.0,train,5.6873442525125595E-5,10.918523443453818,0.3273586072170507
58.0,58.0,train,7.031343846442291E-5,12.84358947189453,0.3875277385493653
59.0,59.0,train,7.831277487044281E-5,14.140052542621184,0.4207528258539086
60.0,60.0,train,1.0491529911832761E-4,18.410948294172165,0.5188175446378158
61.0,61.0,train,7.829790222751834E-5,14.137103876111489,0.4206927561766849
62.0,62.0,train,7.554751946510392E-5,13.674920666463448,0.40947635268612315
63.0,63.0,train,8.014080316045871E-5,14.516417290789473,0.42808888439593884
