type	modified	license	rightsholder	accessrights	bibliographiccitation	references	institutionid	collectionid	datasetid	institutioncode	collectioncode	datasetname	basisofrecord	informationwithheld	datageneralizations	dynamicproperties	occurrenceid	catalognumber	recordnumber	recordedby	individualcount	sex	lifestage	reproductivecondition	behavior	establishmentmeans	occurrencestatus	preparations	disposition	associatedmedia	associatedreferences	associatedsequences	associatedtaxa	othercatalognumbers	occurrenceremarks	organismid	organismname	organismscope	associatedoccurrences	associatedorganisms	previousidentifications	organismremarks	materialsampleid	eventid	fieldnumber	eventdate	eventtime	startdayofyear	enddayofyear	year	month	day	verbatimeventdate	habitat	samplingprotocol	samplingeffort	fieldnotes	eventremarks	locationid	highergeographyid	highergeography	continent	waterbody	islandgroup	island	country	countrycode	stateprovince	county	municipality	locality	verbatimlocality	minimumelevationinmeters	maximumelevationinmeters	verbatimelevation	minimumdepthinmeters	maximumdepthinmeters	verbatimdepth	minimumdistanceabovesurfaceinmeters	maximumdistanceabovesurfaceinmeters	locationaccordingto	locationremarks	decimallatitude	decimallongitude	geodeticdatum	coordinateuncertaintyinmeters	coordinateprecision	verbatimcoordinates	verbatimlatitude	verbatimlongitude	verbatimcoordinatesystem	verbatimsrs	footprintwkt	footprintsrs	georeferencedby	georeferenceddate	georeferenceprotocol	georeferencesources	georeferenceverificationstatus	georeferenceremarks	geologicalcontextid	earliesteonorlowesteonothem	latesteonorhighesteonothem	earliesteraorlowesterathem	latesteraorhighesterathem	earliestperiodorlowestsystem	latestperiodorhighestsystem	earliestepochorlowestseries	latestepochorhighestseries	earliestageorloweststage	latestageorhigheststage	lowestbiostratigraphiczone	highestbiostratigraphiczone	lithostratigraphicterms	group	formation	member	bed	identificationid	identificationqualifier	typestatus	identifiedby	dateidentified	identificationreferences	identificationverificationstatus	identificationremarks	scientificnameid	namepublishedinid	scientificname	acceptednameusage	originalnameusage	namepublishedin	namepublishedinyear	higherclassification	kingdom	phylum	class	order	family	genus	subgenus	specificepithet	infraspecificepithet	taxonrank	verbatimtaxonrank	scientificnameauthorship	vernacularname	nomenclaturalcode	taxonomicstatus	taxonremarks	lengthinmm	lengthtype	lengthunitsinferred	massing	massunitsinferred	underivedlifestage	underivedsex	dataset_url	dataset_citation	gbifdatasetid	gbifpublisherid	dataset_contact_email	dataset_contact	dataset_pubdate	lastindexed	migrator_version	hasmedia	hastissue	wascaptive	isfossil	isarch	vntype	haslength
PhysicalObject	2017-09-27 13:48:00.0	CC0			California Academy of Sciences. CAS Herpetology (HERP). Record ID: urn:catalog:CAS:SUA:11314. Source: http://ipt.calacademy.org:8080/ipt/resource.do?r=herp (source published on 2017-09-27)	http://portal.vertnet.org/o/cas/sua?id=urn-catalog-cas-sua-11314	SUA			CAS	SUA		PreservedSpecimen				urn:catalog:CAS:SUA:11314	11314		Freeman and Seebeck			J/A					Alcohol																		1951-10-29		302	302	1951	10	29	29 Oct 1951								North America; USA; South Carolina; Aiken Co.	North America				USA		South Carolina	Aiken Co.		7 mi NNE of Charleston, pond on Turner branch of Upper Three Runs Creek	South Carolina: Aiken Co.: 7 mi. NNE Charleston: pd. on Turner Br of Upper Three Runs Cr.											33.3194300000	-81.6925400000	WGS84	2426					DD							USGS New Ellenton SW Quad (National Geographic TOPO! - 1:24,000)		Named place; specific pond not found; extent taken from midpoint for entire Turner Branch																						L. Wishmeyer	1983-07-01						Desmognathus conanti					Animalia; Chordata; Amphibia; Caudata; Plethodontidae	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Desmognathus		conanti														J/A			California Academy of Sciences. CAS Herpetology (HERP). Source: http://ipt.calacademy.org:8080/ipt/resource.do?r=herp (source published on 2017-09-27)	cece4fc2-1fec-4bb5-a335-7252548e3f0b	66522820-055c-11d8-b84e-b8a03c50a862	jvindum@calacademy.org	Jens Vindum	2017-09-27	2017-10-23	no migrator	0	0	0	0		specimen	0
PhysicalObject	2017-09-27 13:48:00.0	CC0			California Academy of Sciences. CAS Herpetology (HERP). Record ID: urn:catalog:CAS:SUA:11315. Source: http://ipt.calacademy.org:8080/ipt/resource.do?r=herp (source published on 2017-09-27)	http://portal.vertnet.org/o/cas/sua?id=urn-catalog-cas-sua-11315	SUA			CAS	SUA		PreservedSpecimen				urn:catalog:CAS:SUA:11315	11315		Freeman and Seebeck			J/A					Alcohol																		1951-10-29		302	302	1951	10	29	29 Oct 1951								North America; USA; South Carolina; Aiken Co.	North America				USA		South Carolina	Aiken Co.		7 mi NNE of Charleston, pond on Turner branch of Upper Three Runs Creek	South Carolina: Aiken Co.: 7 mi. NNE Charleston: pd. on Turner Br of Upper Three Runs Cr.											33.3194300000	-81.6925400000	WGS84	2426					DD							USGS New Ellenton SW Quad (National Geographic TOPO! - 1:24,000)		Named place; specific pond not found; extent taken from midpoint for entire Turner Branch																						L. Wishmeyer	1983-07-01						Desmognathus conanti					Animalia; Chordata; Amphibia; Caudata; Plethodontidae	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Desmognathus		conanti														J/A			California Academy of Sciences. CAS Herpetology (HERP). Source: http://ipt.calacademy.org:8080/ipt/resource.do?r=herp (source published on 2017-09-27)	cece4fc2-1fec-4bb5-a335-7252548e3f0b	66522820-055c-11d8-b84e-b8a03c50a862	jvindum@calacademy.org	Jens Vindum	2017-09-27	2017-10-23	no migrator	0	0	0	0		specimen	0
PhysicalObject	2017-09-27 13:48:00.0	CC0			California Academy of Sciences. CAS Herpetology (HERP). Record ID: urn:catalog:CAS:SUA:11316. Source: http://ipt.calacademy.org:8080/ipt/resource.do?r=herp (source published on 2017-09-27)	http://portal.vertnet.org/o/cas/sua?id=urn-catalog-cas-sua-11316	SUA			CAS	SUA		PreservedSpecimen				urn:catalog:CAS:SUA:11316	11316		Freeman and Seebeck			Juv					Alcohol																		1951-10-29		302	302	1951	10	29	29 Oct 1951								North America; USA; South Carolina; Aiken Co.	North America				USA		South Carolina	Aiken Co.		7 mi NNE of Charleston, pond on Turner branch of Upper Three Runs Creek	South Carolina: Aiken Co.: 7 mi. NNE Charleston: pd. on Turner Br of Upper Three Runs Cr.											33.3194300000	-81.6925400000	WGS84	2426					DD							USGS New Ellenton SW Quad (National Geographic TOPO! - 1:24,000)		Named place; specific pond not found; extent taken from midpoint for entire Turner Branch																						L. Wishmeyer	1983-07-01						Desmognathus conanti					Animalia; Chordata; Amphibia; Caudata; Plethodontidae	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Desmognathus		conanti														Juv			California Academy of Sciences. CAS Herpetology (HERP). Source: http://ipt.calacademy.org:8080/ipt/resource.do?r=herp (source published on 2017-09-27)	cece4fc2-1fec-4bb5-a335-7252548e3f0b	66522820-055c-11d8-b84e-b8a03c50a862	jvindum@calacademy.org	Jens Vindum	2017-09-27	2017-10-23	no migrator	0	0	0	0		specimen	0
PhysicalObject	2017-09-27 13:48:00.0	CC0			California Academy of Sciences. CAS Herpetology (HERP). Record ID: urn:catalog:CAS:SUA:11317. Source: http://ipt.calacademy.org:8080/ipt/resource.do?r=herp (source published on 2017-09-27)	http://portal.vertnet.org/o/cas/sua?id=urn-catalog-cas-sua-11317	SUA			CAS	SUA		PreservedSpecimen				urn:catalog:CAS:SUA:11317	11317		Freeman and Seebeck								Alcohol																		1952-06-04		156	156	1952	6	4	4 Jun 1952								North America; USA; South Carolina; Aiken Co.	North America				USA		South Carolina	Aiken Co.		2 mi NE of AEC Headquarters, pond off Highway 19	South Carolina: Aiken Co.: 2 mi NE AEC Hdq., pond of Hiway 19											33.3671950000	-81.7207120000	WGS84	2868					DD							USGS New Ellenton SW Quad (TopoUSA 6.0 - 1:24,000)		Distance at a heading; not SC 19 (possibly SRS Road 1); pond not found																						L. Wishmeyer	1983-07-01						Desmognathus conanti					Animalia; Chordata; Amphibia; Caudata; Plethodontidae	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Desmognathus		conanti																	California Academy of Sciences. CAS Herpetology (HERP). Source: http://ipt.calacademy.org:8080/ipt/resource.do?r=herp (source published on 2017-09-27)	cece4fc2-1fec-4bb5-a335-7252548e3f0b	66522820-055c-11d8-b84e-b8a03c50a862	jvindum@calacademy.org	Jens Vindum	2017-09-27	2017-10-23	no migrator	0	0	0	0		specimen	0
PhysicalObject	2017-09-27 13:48:00.0	CC0			California Academy of Sciences. CAS Herpetology (HERP). Record ID: urn:catalog:CAS:SUA:11318. Source: http://ipt.calacademy.org:8080/ipt/resource.do?r=herp (source published on 2017-09-27)	http://portal.vertnet.org/o/cas/sua?id=urn-catalog-cas-sua-11318	SUA			CAS	SUA		PreservedSpecimen				urn:catalog:CAS:SUA:11318	11318		Freeman and Seebeck								Alcohol																		1952-06-04		156	156	1952	6	4	4 Jun 1952								North America; USA; South Carolina; Aiken Co.	North America				USA		South Carolina	Aiken Co.		2 mi NE of AEC Headquarters, pond off Highway 19	South Carolina: Aiken Co.: 2 mi NE AEC Hdq., pond of Hiway 19											33.3671950000	-81.7207120000	WGS84	2868					DD							USGS New Ellenton SW Quad (TopoUSA 6.0 - 1:24,000)		Distance at a heading; not SC 19 (possibly SRS Road 1); pond not found																						L. Wishmeyer	1983-07-01						Desmognathus conanti					Animalia; Chordata; Amphibia; Caudata; Plethodontidae	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Desmognathus		conanti																	California Academy of Sciences. CAS Herpetology (HERP). Source: http://ipt.calacademy.org:8080/ipt/resource.do?r=herp (source published on 2017-09-27)	cece4fc2-1fec-4bb5-a335-7252548e3f0b	66522820-055c-11d8-b84e-b8a03c50a862	jvindum@calacademy.org	Jens Vindum	2017-09-27	2017-10-23	no migrator	0	0	0	0		specimen	0
PhysicalObject	2017-09-27 13:48:00.0	CC0			California Academy of Sciences. CAS Herpetology (HERP). Record ID: urn:catalog:CAS:SUA:11320. Source: http://ipt.calacademy.org:8080/ipt/resource.do?r=herp (source published on 2017-09-27)	http://portal.vertnet.org/o/cas/sua?id=urn-catalog-cas-sua-11320	SUA			CAS	SUA		PreservedSpecimen				urn:catalog:CAS:SUA:11320	11320		Freeman and Seebeck			Juv					Alcohol																		1951-11-12		316	316	1951	11	12	12 Nov 1951								North America; USA; South Carolina; Barnwell Co.	North America				USA		South Carolina	Barnwell Co.		Pen Creek at Highway 28, 5 mi SE of Ellenton	South Carolina: Barnwell Co: 5 mi. SE Ellenton, Pen Cr. at Hiway 28											33.1825200000	-81.6675800000	WGS84	124					DD							USGS Girard NW Quad (National Geographic TOPO! - 1:24,000)		Named place; now SC Route 125 at Pen Branch																						L. Wishmeyer	1983-07-01						Desmognathus conanti					Animalia; Chordata; Amphibia; Caudata; Plethodontidae	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Desmognathus		conanti														Juv			California Academy of Sciences. CAS Herpetology (HERP). Source: http://ipt.calacademy.org:8080/ipt/resource.do?r=herp (source published on 2017-09-27)	cece4fc2-1fec-4bb5-a335-7252548e3f0b	66522820-055c-11d8-b84e-b8a03c50a862	jvindum@calacademy.org	Jens Vindum	2017-09-27	2017-10-23	no migrator	0	0	0	0		specimen	0
PhysicalObject	2017-09-27 13:48:00.0	CC0			California Academy of Sciences. CAS Herpetology (HERP). Record ID: urn:catalog:CAS:SUA:11321. Source: http://ipt.calacademy.org:8080/ipt/resource.do?r=herp (source published on 2017-09-27)	http://portal.vertnet.org/o/cas/sua?id=urn-catalog-cas-sua-11321	SUA			CAS	SUA		PreservedSpecimen				urn:catalog:CAS:SUA:11321	11321		Freeman and Seebeck			Adult					Alcohol																		1951-11-12		316	316	1951	11	12	12 Nov 1951								North America; USA; South Carolina; Barnwell Co.	North America				USA		South Carolina	Barnwell Co.		Pen Creek at Highway 28, 5 mi SE of Ellenton	South Carolina: Barnwell Co: 5 mi. SE Ellenton, Pen Cr. at Hiway 28											33.1825200000	-81.6675800000	WGS84	124					DD							USGS Girard NW Quad (National Geographic TOPO! - 1:24,000)		Named place; now SC Route 125 at Pen Branch																						L. Wishmeyer	1983-07-01						Desmognathus conanti					Animalia; Chordata; Amphibia; Caudata; Plethodontidae	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Desmognathus		conanti														Adult			California Academy of Sciences. CAS Herpetology (HERP). Source: http://ipt.calacademy.org:8080/ipt/resource.do?r=herp (source published on 2017-09-27)	cece4fc2-1fec-4bb5-a335-7252548e3f0b	66522820-055c-11d8-b84e-b8a03c50a862	jvindum@calacademy.org	Jens Vindum	2017-09-27	2017-10-23	no migrator	0	0	0	0		specimen	0
PhysicalObject	2017-09-27 13:48:00.0	CC0			California Academy of Sciences. CAS Herpetology (HERP). Record ID: urn:catalog:CAS:SUA:6801. Source: http://ipt.calacademy.org:8080/ipt/resource.do?r=herp (source published on 2017-09-27)	http://portal.vertnet.org/o/cas/sua?id=urn-catalog-cas-sua-6801	SUA			CAS	SUA		PreservedSpecimen				urn:catalog:CAS:SUA:6801	6801		A.E. Daugherty								Alcohol																		1940-04-01		92	92	1940	4	1	1 Apr 1940								North America; USA; Georgia; Habersham Co.	North America				USA		Georgia	Habersham Co.		Demorest	Demorest, Ga.											34.5662700000	-83.5448500000	not recorded	1513												ArcView / Google Earth		Point placed at city center. Error is extent of city.																						L. Wishmeyer	1983-07-01						Desmognathus conanti					Animalia; Chordata; Amphibia; Caudata; Plethodontidae	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Desmognathus		conanti																	California Academy of Sciences. CAS Herpetology (HERP). Source: http://ipt.calacademy.org:8080/ipt/resource.do?r=herp (source published on 2017-09-27)	cece4fc2-1fec-4bb5-a335-7252548e3f0b	66522820-055c-11d8-b84e-b8a03c50a862	jvindum@calacademy.org	Jens Vindum	2017-09-27	2017-10-23	no migrator	0	0	0	0		specimen	0
PhysicalObject	2017-09-27 13:48:00.0	CC0			California Academy of Sciences. CAS Herpetology (HERP). Record ID: urn:catalog:CAS:SUA:6802. Source: http://ipt.calacademy.org:8080/ipt/resource.do?r=herp (source published on 2017-09-27)	http://portal.vertnet.org/o/cas/sua?id=urn-catalog-cas-sua-6802	SUA			CAS	SUA		PreservedSpecimen				urn:catalog:CAS:SUA:6802	6802		A.E. Daugherty								Alcohol																		1940-04-01		92	92	1940	4	1	1 Apr 1940								North America; USA; Georgia; Habersham Co.	North America				USA		Georgia	Habersham Co.		Demorest	Demorest, Ga.											34.5662700000	-83.5448500000	not recorded	1513												ArcView / Google Earth		Point placed at city center. Error is extent of city.																						L. Wishmeyer	1983-07-01						Desmognathus conanti					Animalia; Chordata; Amphibia; Caudata; Plethodontidae	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Desmognathus		conanti																	California Academy of Sciences. CAS Herpetology (HERP). Source: http://ipt.calacademy.org:8080/ipt/resource.do?r=herp (source published on 2017-09-27)	cece4fc2-1fec-4bb5-a335-7252548e3f0b	66522820-055c-11d8-b84e-b8a03c50a862	jvindum@calacademy.org	Jens Vindum	2017-09-27	2017-10-23	no migrator	0	0	0	0		specimen	0
PhysicalObject	2017-08-15	https://creativecommons.org/publicdomain/zero/1.0/		http://vertnet.org/resources/norms.html	Carnegie Museum of Natural History. CM Herps Collection. Record ID: urn:catalog:CM:Herps:135964. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=cm_herps (source published on 2017-09-27)	http://portal.vertnet.org/o/cm/herps?id=urn-catalog-cm-herps-135964	urn:lsid:biocol.org:col:34702			CM	Herps		PreservedSpecimen				urn:catalog:CM:Herps:135964	135964		VALENTINE, BARRY D	1						present	whole animal in alcohol							VALENTINE THOUGHT IT WAS A NEW SPECIES. DETERMINATION PROBABLE BY S TILLEY, 2001.											1948-09-25		269	269	1948	9	25	1948-09-25								NORTH AMERICA | UNITED STATES | ALABAMA | TUSCALOOSA |  |  |  |	North America				United States	US	Alabama	Tuscaloosa		HURRICANE CREEK	North America | United States | Alabama | Tuscaloosa | HURRICANE CREEK											34.25	-87.36	WGS84	100					decimal degrees				Fawn Armagost	2014-01-22	VertNet Georeferencing Guidelines	Google Earth	requires verification																														DESMOGNATHUS CONANTI					Animalia | Chordata | Amphibia | Caudata | PLETHODONTIDAE | DESMOGNATHUS	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Desmognathus		conanti		species				ICZN											Carnegie Museum of Natural History. CM Herps Collection. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=cm_herps (source published on 2017-09-27)	76dd8f0d-2daa-4a69-9fcd-55e04230334a	c1da06f0-580e-11dc-8a9e-b8a03c50a862	rogerss@carnegiemnh.org	Stephen Rogers	2017-09-27	2017-10-19	2015-09-05	0	0	0	0		specimen	0
