type	modified	license	rightsholder	accessrights	bibliographiccitation	references	institutionid	collectionid	datasetid	institutioncode	collectioncode	datasetname	basisofrecord	informationwithheld	datageneralizations	dynamicproperties	occurrenceid	catalognumber	recordnumber	recordedby	individualcount	sex	lifestage	reproductivecondition	behavior	establishmentmeans	occurrencestatus	preparations	disposition	associatedmedia	associatedreferences	associatedsequences	associatedtaxa	othercatalognumbers	occurrenceremarks	organismid	organismname	organismscope	associatedoccurrences	associatedorganisms	previousidentifications	organismremarks	materialsampleid	eventid	fieldnumber	eventdate	eventtime	startdayofyear	enddayofyear	year	month	day	verbatimeventdate	habitat	samplingprotocol	samplingeffort	fieldnotes	eventremarks	locationid	highergeographyid	highergeography	continent	waterbody	islandgroup	island	country	countrycode	stateprovince	county	municipality	locality	verbatimlocality	minimumelevationinmeters	maximumelevationinmeters	verbatimelevation	minimumdepthinmeters	maximumdepthinmeters	verbatimdepth	minimumdistanceabovesurfaceinmeters	maximumdistanceabovesurfaceinmeters	locationaccordingto	locationremarks	decimallatitude	decimallongitude	geodeticdatum	coordinateuncertaintyinmeters	coordinateprecision	verbatimcoordinates	verbatimlatitude	verbatimlongitude	verbatimcoordinatesystem	verbatimsrs	footprintwkt	footprintsrs	georeferencedby	georeferenceddate	georeferenceprotocol	georeferencesources	georeferenceverificationstatus	georeferenceremarks	geologicalcontextid	earliesteonorlowesteonothem	latesteonorhighesteonothem	earliesteraorlowesterathem	latesteraorhighesterathem	earliestperiodorlowestsystem	latestperiodorhighestsystem	earliestepochorlowestseries	latestepochorhighestseries	earliestageorloweststage	latestageorhigheststage	lowestbiostratigraphiczone	highestbiostratigraphiczone	lithostratigraphicterms	group	formation	member	bed	identificationid	identificationqualifier	typestatus	identifiedby	dateidentified	identificationreferences	identificationverificationstatus	identificationremarks	scientificnameid	namepublishedinid	scientificname	acceptednameusage	originalnameusage	namepublishedin	namepublishedinyear	higherclassification	kingdom	phylum	class	order	family	genus	subgenus	specificepithet	infraspecificepithet	taxonrank	verbatimtaxonrank	scientificnameauthorship	vernacularname	nomenclaturalcode	taxonomicstatus	taxonremarks	lengthinmm	lengthtype	lengthunitsinferred	massing	massunitsinferred	underivedlifestage	underivedsex	dataset_url	dataset_citation	gbifdatasetid	gbifpublisherid	dataset_contact_email	dataset_contact	dataset_pubdate	lastindexed	migrator_version	hasmedia	hastissue	wascaptive	isfossil	isarch	vntype	haslength
PhysicalObject	2016-02-24	CC0		http://www.vertnet.org/resources/norms.html	Monte L. Bean Life Science Museum. BYU Herpetology Collection. Record ID: b00631e6-036c-11e3-aa63-0050568c7165. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=byu_herps (source published on 2016-02-24)	http://portal.vertnet.org/o/byu/main?id=b00631e6-036c-11e3-aa63-0050568c7165	http://grbio.org/cool/0am8-rdhc			BYU	Main	BYU Monte L. Bean Museum Herpetology Collection	PreservedSpecimen				b00631e6-036c-11e3-aa63-0050568c7165	44416		Brandon, R.							present	OK - 1							(From USU 1992)											1963-05-11		131	131	1963	5	11	11 May 1963								North America | USA | Alabama | Butler |  |  |  |	North America				United States	US	Alabama	Butler		3 mi NW of Manchester, on Rte 31.	North America | USA | Alabama | Butler											33.90639	-87.30139	not recorded (forced WGS84)	3036		0									not recorded		requires verification																														Plethodon grobmani					|  | Amphibia | Caudata | Plethodontidae | Plethodon	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Plethodon		grobmani		species				ICZN											Monte L. Bean Life Science Museum. BYU Herpetology Collection. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=byu_herps (source published on 2016-02-24)	847aa410-f762-11e1-a439-00145eb45e9a	fd70f580-4ce2-11db-b80e-b8a03c50a862	Jack_Sites@byu.edu	Jack Sites	2016-02-24	2016-08-10	2016-02-24	0	0	0	0		specimen	0
PhysicalObject	2016-02-24	CC0		http://www.vertnet.org/resources/norms.html	Monte L. Bean Life Science Museum. BYU Herpetology Collection. Record ID: b0063358-036c-11e3-aa63-0050568c7165. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=byu_herps (source published on 2016-02-24)	http://portal.vertnet.org/o/byu/main?id=b0063358-036c-11e3-aa63-0050568c7165	http://grbio.org/cool/0am8-rdhc			BYU	Main	BYU Monte L. Bean Museum Herpetology Collection	PreservedSpecimen				b0063358-036c-11e3-aa63-0050568c7165	44417		Brandon, R.							present	OK - 1							(From USU 1992)											1963-05-11		131	131	1963	5	11	11 May 1963								North America | USA | Alabama | Butler |  |  |  |	North America				United States	US	Alabama	Butler		3 mi NW of Manchester, on Rte 31.	North America | USA | Alabama | Butler											33.90639	-87.30139	not recorded (forced WGS84)	3036		0									not recorded		requires verification																														Plethodon grobmani					|  | Amphibia | Caudata | Plethodontidae | Plethodon	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Plethodon		grobmani		species				ICZN											Monte L. Bean Life Science Museum. BYU Herpetology Collection. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=byu_herps (source published on 2016-02-24)	847aa410-f762-11e1-a439-00145eb45e9a	fd70f580-4ce2-11db-b80e-b8a03c50a862	Jack_Sites@byu.edu	Jack Sites	2016-02-24	2016-08-10	2016-02-24	0	0	0	0		specimen	0
PhysicalObject	2016-02-24	CC0		http://www.vertnet.org/resources/norms.html	Monte L. Bean Life Science Museum. BYU Herpetology Collection. Record ID: b00634ca-036c-11e3-aa63-0050568c7165. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=byu_herps (source published on 2016-02-24)	http://portal.vertnet.org/o/byu/main?id=b00634ca-036c-11e3-aa63-0050568c7165	http://grbio.org/cool/0am8-rdhc			BYU	Main	BYU Monte L. Bean Museum Herpetology Collection	PreservedSpecimen				b00634ca-036c-11e3-aa63-0050568c7165	44413		Brandon, R.							present	OK - 1							(From USU 1992)											1963-05-11		131	131	1963	5	11	11 May 1963								North America | USA | Alabama | Conecuh |  |  |  |	North America				United States	US	Alabama	Conecuh		10.7 mi N of Cane Creek, trib. of W Sepulgah.  (T7N,R11E)	North America | USA | Alabama | Conecuh											31.49786	-86.95863	not recorded (forced WGS84)	13323		0									not recorded		requires verification																														Plethodon grobmani					|  | Amphibia | Caudata | Plethodontidae | Plethodon	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Plethodon		grobmani		species				ICZN											Monte L. Bean Life Science Museum. BYU Herpetology Collection. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=byu_herps (source published on 2016-02-24)	847aa410-f762-11e1-a439-00145eb45e9a	fd70f580-4ce2-11db-b80e-b8a03c50a862	Jack_Sites@byu.edu	Jack Sites	2016-02-24	2016-08-10	2016-02-24	0	0	0	0		specimen	0
PhysicalObject	2016-02-24	CC0		http://www.vertnet.org/resources/norms.html	Monte L. Bean Life Science Museum. BYU Herpetology Collection. Record ID: b0063894-036c-11e3-aa63-0050568c7165. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=byu_herps (source published on 2016-02-24)	http://portal.vertnet.org/o/byu/main?id=b0063894-036c-11e3-aa63-0050568c7165	http://grbio.org/cool/0am8-rdhc			BYU	Main	BYU Monte L. Bean Museum Herpetology Collection	PreservedSpecimen				b0063894-036c-11e3-aa63-0050568c7165	44415		Brandon, R.							present	OK - 1							(From USU 1992)											1963-05-11		131	131	1963	5	11	11 May 1963								North America | USA | Alabama | Conecuh |  |  |  |	North America				United States	US	Alabama	Conecuh		10.7 mi N of Cane Creek, trib. of W Sepulgah.  (T7N,R11E)	North America | USA | Alabama | Conecuh											31.49786	-86.95863	not recorded (forced WGS84)	13323		0									not recorded		requires verification																														Plethodon grobmani					|  | Amphibia | Caudata | Plethodontidae | Plethodon	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Plethodon		grobmani		species				ICZN											Monte L. Bean Life Science Museum. BYU Herpetology Collection. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=byu_herps (source published on 2016-02-24)	847aa410-f762-11e1-a439-00145eb45e9a	fd70f580-4ce2-11db-b80e-b8a03c50a862	Jack_Sites@byu.edu	Jack Sites	2016-02-24	2016-08-10	2016-02-24	0	0	0	0		specimen	0
PhysicalObject	2017-08-16	https://creativecommons.org/publicdomain/zero/1.0/		http://vertnet.org/resources/norms.html	Carnegie Museum of Natural History. CM Herps Collection. Record ID: urn:catalog:CM:Herps:135258. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=cm_herps (source published on 2017-09-27)	http://portal.vertnet.org/o/cm/herps?id=urn-catalog-cm-herps-135258	urn:lsid:biocol.org:col:34702			CM	Herps		PreservedSpecimen				urn:catalog:CM:Herps:135258	135258		VALENTINE, BARRY D	1						present	whole animal in alcohol																		1961-12-02		336	336	1961	12	2	1961-12-02								NORTH AMERICA | UNITED STATES | ALABAMA | BUTLER |  |  |  |	North America				United States	US	Alabama	Butler		3 MI NW MCKENZIE	North America | United States | Alabama | Butler | 3 MI NW MCKENZIE											31.54	-86.66	WGS84	500					decimal degrees				Fawn Armagost	2014-01-24	VertNet Georeferencing Guidelines	Google Earth	requires verification	3 mi on rt 45																													PLETHODON GROBMANI					Animalia | Chordata | Amphibia | Caudata | PLETHODONTIDAE | PLETHODON	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Plethodon		grobmani		species				ICZN											Carnegie Museum of Natural History. CM Herps Collection. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=cm_herps (source published on 2017-09-27)	76dd8f0d-2daa-4a69-9fcd-55e04230334a	c1da06f0-580e-11dc-8a9e-b8a03c50a862	rogerss@carnegiemnh.org	Stephen Rogers	2017-09-27	2017-10-19	2015-09-05	0	0	0	0		specimen	0
PhysicalObject	2017-08-16	https://creativecommons.org/publicdomain/zero/1.0/		http://vertnet.org/resources/norms.html	Carnegie Museum of Natural History. CM Herps Collection. Record ID: urn:catalog:CM:Herps:135260. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=cm_herps (source published on 2017-09-27)	http://portal.vertnet.org/o/cm/herps?id=urn-catalog-cm-herps-135260	urn:lsid:biocol.org:col:34702			CM	Herps		PreservedSpecimen				urn:catalog:CM:Herps:135260	135260		VALENTINE, BARRY D	1						present	whole animal in alcohol																		1961-12-02		336	336	1961	12	2	1961-12-02								NORTH AMERICA | UNITED STATES | ALABAMA | BUTLER |  |  |  |	North America				United States	US	Alabama	Butler		3 MI NW MCKENZIE	North America | United States | Alabama | Butler | 3 MI NW MCKENZIE											31.54	-86.66	WGS84	500					decimal degrees				Fawn Armagost	2014-01-24	VertNet Georeferencing Guidelines	Google Earth	requires verification	3 mi on rt 45																													PLETHODON GROBMANI					Animalia | Chordata | Amphibia | Caudata | PLETHODONTIDAE | PLETHODON	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Plethodon		grobmani		species				ICZN											Carnegie Museum of Natural History. CM Herps Collection. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=cm_herps (source published on 2017-09-27)	76dd8f0d-2daa-4a69-9fcd-55e04230334a	c1da06f0-580e-11dc-8a9e-b8a03c50a862	rogerss@carnegiemnh.org	Stephen Rogers	2017-09-27	2017-10-19	2015-09-05	0	0	0	0		specimen	0
PhysicalObject	2017-08-16	https://creativecommons.org/publicdomain/zero/1.0/		http://vertnet.org/resources/norms.html	Carnegie Museum of Natural History. CM Herps Collection. Record ID: urn:catalog:CM:Herps:135261. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=cm_herps (source published on 2017-09-27)	http://portal.vertnet.org/o/cm/herps?id=urn-catalog-cm-herps-135261	urn:lsid:biocol.org:col:34702			CM	Herps		PreservedSpecimen				urn:catalog:CM:Herps:135261	135261		VALENTINE, BARRY D	1						present	whole animal in alcohol																		1961-12-02		336	336	1961	12	2	1961-12-02								NORTH AMERICA | UNITED STATES | ALABAMA | BUTLER |  |  |  |	North America				United States	US	Alabama	Butler		3 MI NW MCKENZIE	North America | United States | Alabama | Butler | 3 MI NW MCKENZIE											31.54	-86.66	WGS84	500					decimal degrees				Fawn Armagost	2014-01-24	VertNet Georeferencing Guidelines	Google Earth	requires verification	3 mi on rt 45																													PLETHODON GROBMANI					Animalia | Chordata | Amphibia | Caudata | PLETHODONTIDAE | PLETHODON	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Plethodon		grobmani		species				ICZN											Carnegie Museum of Natural History. CM Herps Collection. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=cm_herps (source published on 2017-09-27)	76dd8f0d-2daa-4a69-9fcd-55e04230334a	c1da06f0-580e-11dc-8a9e-b8a03c50a862	rogerss@carnegiemnh.org	Stephen Rogers	2017-09-27	2017-10-19	2015-09-05	0	0	0	0		specimen	0
PhysicalObject	2017-08-16	https://creativecommons.org/publicdomain/zero/1.0/		http://vertnet.org/resources/norms.html	Carnegie Museum of Natural History. CM Herps Collection. Record ID: urn:catalog:CM:Herps:16496. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=cm_herps (source published on 2017-09-27)	http://portal.vertnet.org/o/cm/herps?id=urn-catalog-cm-herps-16496	urn:lsid:biocol.org:col:34702			CM	Herps		PreservedSpecimen				urn:catalog:CM:Herps:16496	16496		LLEWELLYN, LEONARD AND CHESTER M SHAFFER	1						present	whole animal in alcohol																	598	1938-11-05		309	309	1938	11	5	1938-11-05								NORTH AMERICA | UNITED STATES | FLORIDA | NASSAU |  |  |  |	North America				United States	US	Florida	Nassau		8 MI SE OF SAINT MARYS (GEORGIA), SANTA MARIA SPANISH MISSION RUINS	North America | United States | Florida | Nassau | 8 MI SE OF SAINT MARYS (GEORGIA), SANTA MARIA SPANISH MISSION RUINS											30.69	-81.43	WGS84	2000					decimal degrees				Stephen Rogers	2012-04-18	VertNet Georeferencing Guidelines	Google Earth and various websites	requires verification	Could not locate exact ruins but found that it was on the northern end of Amelia Island. The locality was not a mission ruins - but old foundations from early farming of sugar or cotton.																													PLETHODON GROBMANI					Animalia | Chordata | Amphibia | Caudata | PLETHODONTIDAE | PLETHODON	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Plethodon		grobmani		species				ICZN											Carnegie Museum of Natural History. CM Herps Collection. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=cm_herps (source published on 2017-09-27)	76dd8f0d-2daa-4a69-9fcd-55e04230334a	c1da06f0-580e-11dc-8a9e-b8a03c50a862	rogerss@carnegiemnh.org	Stephen Rogers	2017-09-27	2017-10-19	2015-09-05	0	0	0	0		specimen	0
PhysicalObject	2016-07-28	CC0	North Carolina Museum of Natural Sciences		North Carolina Museum of Natural Sciences. NCSM Herpetology Collection. Record ID: C0B74B4E-A957-46A5-A932-564B4D1629FB. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=ncsm_herps (source published on 2016-07-28)	http://collections.naturalsciences.org/specimenHerp.aspx?ID=69491	NCSM		NCSM-HerpDWC	NCSM	NCSM-Herp	NCSM Herpetology Collection	PreservedSpecimen				C0B74B4E-A957-46A5-A932-564B4D1629FB	69491			1								In Collections					VCU818											HERP-69491	1976-03-09		69	69	1976	3	9										North America				United States	US	Florida			[Duval Co.] 0.5 mi. E Jacksonville	Rt. 231 [Unable to locate Rt. 231; coordinates given at center of Jacksonville].											30.3308	-81.6526	WGS84	1609												DeLorme																															Plethodon grobmani						Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Plethodon		grobmani		specificEpithet			Southeastern Slimy Salamander												North Carolina Museum of Natural Sciences. NCSM Herpetology Collection. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=ncsm_herps (source published on 2016-07-28)	d5fafa95-7de2-48c0-bf10-3480bcca4a2b	69e7f900-ed5b-11dd-ac7e-b8a03c50a862	ben.norton@naturalsciences.org	Ben Norton	2016-07-28	2017-11-10	no migrator	0	0	0	0		specimen	0
PhysicalObject	2017-05-09 11:25:37.0	http://creativecommons.org/publicdomain/zero/1.0/		http://vertnet.org/resources/norms.html	University of Colorado Museum of Natural History. UCM Amphibians and Reptiles. Record ID: http://arctos.database.museum/guid/UCM:Herp:24695?seid=2486069. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=ucm_herps (source published on 2016-06-26)	http://arctos.database.museum/guid/UCM:Herp:24695	urn:lsid:biocol.org:col:34854	97		UCM	Amphibian and reptile specimens		PreservedSpecimen	mask part attribute location			http://arctos.database.museum/guid/UCM:Herp:24695?seid=2486069	24695		Collector(s): A. Carr, R. Highton	1							whole organism (formalin-fixed, 70% ethanol)						Florida Museum of Natural History, University of Florida=UF 8397-6	Cataloged by: McCoy, 10 March 1964	http://arctos.database.museum/guid/UCM:Herp:24695					<i>Plethodon grobmani</i> (accepted ID) identified by unknown; method: legacy					1955-10-28		301	301	1955	10	28	28 October 1955								North America, United States, Florida, Columbia County	North America				United States		Florida	Columbia County		O'Leno State Park	Florida, O'Leno State Park									Kenneth Krysko		29.91491	-82.58167	World Geodetic System 1984	2500		29.91491/-82.58167			decimal degrees				Kenneth Krysko	2011-12-31	not recorded	DeLorme Topo USA 6.0	unverified																					A		unknown			legacy				Plethodon grobmani					Animalia; Chordata; Amphibia; Caudata; Plethodontidae; Plethodontinae;	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Plethodon		grobmani						ICZN											University of Colorado Museum of Natural History. UCM Amphibians and Reptiles. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=ucm_herps (source published on 2016-06-26)	8935e64a-f762-11e1-a439-00145eb45e9a	4cadac10-3e7b-11d9-8439-b8a03c50a862	christy.mccain@colorado.edu	Christy McCain	2016-06-26	2017-10-22	no migrator	0	0	0	0		specimen	0
