type	modified	license	rightsholder	accessrights	bibliographiccitation	references	institutionid	collectionid	datasetid	institutioncode	collectioncode	datasetname	basisofrecord	informationwithheld	datageneralizations	dynamicproperties	occurrenceid	catalognumber	recordnumber	recordedby	individualcount	sex	lifestage	reproductivecondition	behavior	establishmentmeans	occurrencestatus	preparations	disposition	associatedmedia	associatedreferences	associatedsequences	associatedtaxa	othercatalognumbers	occurrenceremarks	organismid	organismname	organismscope	associatedoccurrences	associatedorganisms	previousidentifications	organismremarks	materialsampleid	eventid	fieldnumber	eventdate	eventtime	startdayofyear	enddayofyear	year	month	day	verbatimeventdate	habitat	samplingprotocol	samplingeffort	fieldnotes	eventremarks	locationid	highergeographyid	highergeography	continent	waterbody	islandgroup	island	country	countrycode	stateprovince	county	municipality	locality	verbatimlocality	minimumelevationinmeters	maximumelevationinmeters	verbatimelevation	minimumdepthinmeters	maximumdepthinmeters	verbatimdepth	minimumdistanceabovesurfaceinmeters	maximumdistanceabovesurfaceinmeters	locationaccordingto	locationremarks	decimallatitude	decimallongitude	geodeticdatum	coordinateuncertaintyinmeters	coordinateprecision	verbatimcoordinates	verbatimlatitude	verbatimlongitude	verbatimcoordinatesystem	verbatimsrs	footprintwkt	footprintsrs	georeferencedby	georeferenceddate	georeferenceprotocol	georeferencesources	georeferenceverificationstatus	georeferenceremarks	geologicalcontextid	earliesteonorlowesteonothem	latesteonorhighesteonothem	earliesteraorlowesterathem	latesteraorhighesterathem	earliestperiodorlowestsystem	latestperiodorhighestsystem	earliestepochorlowestseries	latestepochorhighestseries	earliestageorloweststage	latestageorhigheststage	lowestbiostratigraphiczone	highestbiostratigraphiczone	lithostratigraphicterms	group	formation	member	bed	identificationid	identificationqualifier	typestatus	identifiedby	dateidentified	identificationreferences	identificationverificationstatus	identificationremarks	scientificnameid	namepublishedinid	scientificname	acceptednameusage	originalnameusage	namepublishedin	namepublishedinyear	higherclassification	kingdom	phylum	class	order	family	genus	subgenus	specificepithet	infraspecificepithet	taxonrank	verbatimtaxonrank	scientificnameauthorship	vernacularname	nomenclaturalcode	taxonomicstatus	taxonremarks	lengthinmm	lengthtype	lengthunitsinferred	massing	massunitsinferred	underivedlifestage	underivedsex	dataset_url	dataset_citation	gbifdatasetid	gbifpublisherid	dataset_contact_email	dataset_contact	dataset_pubdate	lastindexed	migrator_version	hasmedia	hastissue	wascaptive	isfossil	isarch	vntype	haslength
PhysicalObject	2017-08-15	https://creativecommons.org/publicdomain/zero/1.0/		http://vertnet.org/resources/norms.html	Carnegie Museum of Natural History. CM Herps Collection. Record ID: urn:catalog:CM:Herps:125976. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=cm_herps (source published on 2017-09-27)	http://portal.vertnet.org/o/cm/herps?id=urn-catalog-cm-herps-125976	urn:lsid:biocol.org:col:34702			CM	Herps		PreservedSpecimen				urn:catalog:CM:Herps:125976	125976	CAP 85-228	PAGUE, CHRISTOPHER A	1						present	whole animal in alcohol							PAGUE AND MITCHELL COLLECTION.										CMFS 60048	1985-09-30		273	273	1985	9	30	1985-09-30								NORTH AMERICA | UNITED STATES | VIRGINIA | VIRGINIA BEACH CITY |  |  |  |	North America				United States	US	Virginia	Virginia Beach		SEASHORE STATE PARK, NATURE CENTER	North America | United States | Virginia | Virginia Beach City | SEASHORE STATE PARK, NATURE CENTER											36.91	-76.05	NAD83	68					decimal degrees						VertNet Georeferencing Guidelines		requires verification																														PLETHODON CHLOROBRYONIS					Animalia | Chordata | Amphibia | Caudata | PLETHODONTIDAE | PLETHODON	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Plethodon		chlorobryonis		species				ICZN											Carnegie Museum of Natural History. CM Herps Collection. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=cm_herps (source published on 2017-09-27)	76dd8f0d-2daa-4a69-9fcd-55e04230334a	c1da06f0-580e-11dc-8a9e-b8a03c50a862	rogerss@carnegiemnh.org	Stephen Rogers	2017-09-27	2017-10-19	2015-09-05	0	0	0	0		specimen	0
PhysicalObject	2017-08-16	https://creativecommons.org/publicdomain/zero/1.0/		http://vertnet.org/resources/norms.html	Carnegie Museum of Natural History. CM Herps Collection. Record ID: urn:catalog:CM:Herps:140256. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=cm_herps (source published on 2017-09-27)	http://portal.vertnet.org/o/cm/herps?id=urn-catalog-cm-herps-140256	urn:lsid:biocol.org:col:34702			CM	Herps		PreservedSpecimen				urn:catalog:CM:Herps:140256	140256		BUHLMANN, KURT A	1						present	whole animal in alcohol							COLLECTED IN PITFALL TRAP.										KAB 89-24-A	1989-03-31		90	90	1989	3	31	1989-03-31								NORTH AMERICA | UNITED STATES | VIRGINIA | VIRGINIA BEACH CITY |  |  |  |	North America				United States	US	Virginia	Virginia Beach		SEASHORE STATE PARK, MESIC DRIFT FENCE SITE	North America | United States | Virginia | Virginia Beach City | SEASHORE STATE PARK, MESIC DRIFT FENCE SITE											36.9	-76.01	NAD83	2977					decimal degrees						VertNet Georeferencing Guidelines		requires verification	Unable to find specific 'fence sites', so georeferenced all of Seashore State Park.																													PLETHODON CHLOROBRYONIS					Animalia | Chordata | Amphibia | Caudata | PLETHODONTIDAE | PLETHODON	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Plethodon		chlorobryonis		species				ICZN											Carnegie Museum of Natural History. CM Herps Collection. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=cm_herps (source published on 2017-09-27)	76dd8f0d-2daa-4a69-9fcd-55e04230334a	c1da06f0-580e-11dc-8a9e-b8a03c50a862	rogerss@carnegiemnh.org	Stephen Rogers	2017-09-27	2017-10-19	2015-09-05	0	0	0	0		specimen	0
PhysicalObject	2017-08-16	https://creativecommons.org/publicdomain/zero/1.0/		http://vertnet.org/resources/norms.html	Carnegie Museum of Natural History. CM Herps Collection. Record ID: urn:catalog:CM:Herps:140258. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=cm_herps (source published on 2017-09-27)	http://portal.vertnet.org/o/cm/herps?id=urn-catalog-cm-herps-140258	urn:lsid:biocol.org:col:34702			CM	Herps		PreservedSpecimen				urn:catalog:CM:Herps:140258	140258		BUHLMANN, KURT A	1						present	whole animal in alcohol							COLLECTED IN PITFALL TRAP.										KAB 89-24-A	1989-03-31		90	90	1989	3	31	1989-03-31								NORTH AMERICA | UNITED STATES | VIRGINIA | VIRGINIA BEACH CITY |  |  |  |	North America				United States	US	Virginia	Virginia Beach		SEASHORE STATE PARK, MESIC DRIFT FENCE SITE	North America | United States | Virginia | Virginia Beach City | SEASHORE STATE PARK, MESIC DRIFT FENCE SITE											36.9	-76.01	NAD83	2977					decimal degrees						VertNet Georeferencing Guidelines		requires verification	Unable to find specific 'fence sites', so georeferenced all of Seashore State Park.																													PLETHODON CHLOROBRYONIS					Animalia | Chordata | Amphibia | Caudata | PLETHODONTIDAE | PLETHODON	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Plethodon		chlorobryonis		species				ICZN											Carnegie Museum of Natural History. CM Herps Collection. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=cm_herps (source published on 2017-09-27)	76dd8f0d-2daa-4a69-9fcd-55e04230334a	c1da06f0-580e-11dc-8a9e-b8a03c50a862	rogerss@carnegiemnh.org	Stephen Rogers	2017-09-27	2017-10-19	2015-09-05	0	0	0	0		specimen	0
PhysicalObject	2017-08-16	https://creativecommons.org/publicdomain/zero/1.0/		http://vertnet.org/resources/norms.html	Carnegie Museum of Natural History. CM Herps Collection. Record ID: urn:catalog:CM:Herps:140260. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=cm_herps (source published on 2017-09-27)	http://portal.vertnet.org/o/cm/herps?id=urn-catalog-cm-herps-140260	urn:lsid:biocol.org:col:34702			CM	Herps		PreservedSpecimen				urn:catalog:CM:Herps:140260	140260		BUHLMANN, KURT A	1						present	whole animal in alcohol							COLLECTED IN PITFALL TRAP.										KAB 89-24-A	1989-03-31		90	90	1989	3	31	1989-03-31								NORTH AMERICA | UNITED STATES | VIRGINIA | VIRGINIA BEACH CITY |  |  |  |	North America				United States	US	Virginia	Virginia Beach		SEASHORE STATE PARK, MESIC DRIFT FENCE SITE	North America | United States | Virginia | Virginia Beach City | SEASHORE STATE PARK, MESIC DRIFT FENCE SITE											36.9	-76.01	NAD83	2977					decimal degrees						VertNet Georeferencing Guidelines		requires verification	Unable to find specific 'fence sites', so georeferenced all of Seashore State Park.																													PLETHODON CHLOROBRYONIS					Animalia | Chordata | Amphibia | Caudata | PLETHODONTIDAE | PLETHODON	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Plethodon		chlorobryonis		species				ICZN											Carnegie Museum of Natural History. CM Herps Collection. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=cm_herps (source published on 2017-09-27)	76dd8f0d-2daa-4a69-9fcd-55e04230334a	c1da06f0-580e-11dc-8a9e-b8a03c50a862	rogerss@carnegiemnh.org	Stephen Rogers	2017-09-27	2017-10-19	2015-09-05	0	0	0	0		specimen	0
PhysicalObject	2017-08-16	https://creativecommons.org/publicdomain/zero/1.0/		http://vertnet.org/resources/norms.html	Carnegie Museum of Natural History. CM Herps Collection. Record ID: urn:catalog:CM:Herps:140287. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=cm_herps (source published on 2017-09-27)	http://portal.vertnet.org/o/cm/herps?id=urn-catalog-cm-herps-140287	urn:lsid:biocol.org:col:34702			CM	Herps		PreservedSpecimen				urn:catalog:CM:Herps:140287	140287		BUHLMANN, KURT A	1						present	whole animal in alcohol							COLLECTED IN PITFALL TRAP.										KAB 89-32-B	1989-04-14		104	104	1989	4	14	1989-04-14								NORTH AMERICA | UNITED STATES | VIRGINIA | VIRGINIA BEACH CITY |  |  |  |	North America				United States	US	Virginia	Virginia Beach		SEASHORE STATE PARK, MESIC DRIFT FENCE SITE	North America | United States | Virginia | Virginia Beach City | SEASHORE STATE PARK, MESIC DRIFT FENCE SITE											36.9	-76.01	NAD83	2977					decimal degrees						VertNet Georeferencing Guidelines		requires verification	Unable to find specific 'fence sites', so georeferenced all of Seashore State Park.																													PLETHODON CHLOROBRYONIS					Animalia | Chordata | Amphibia | Caudata | PLETHODONTIDAE | PLETHODON	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Plethodon		chlorobryonis		species				ICZN											Carnegie Museum of Natural History. CM Herps Collection. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=cm_herps (source published on 2017-09-27)	76dd8f0d-2daa-4a69-9fcd-55e04230334a	c1da06f0-580e-11dc-8a9e-b8a03c50a862	rogerss@carnegiemnh.org	Stephen Rogers	2017-09-27	2017-10-19	2015-09-05	0	0	0	0		specimen	0
PhysicalObject	2017-08-16	https://creativecommons.org/publicdomain/zero/1.0/		http://vertnet.org/resources/norms.html	Carnegie Museum of Natural History. CM Herps Collection. Record ID: urn:catalog:CM:Herps:140308. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=cm_herps (source published on 2017-09-27)	http://portal.vertnet.org/o/cm/herps?id=urn-catalog-cm-herps-140308	urn:lsid:biocol.org:col:34702			CM	Herps		PreservedSpecimen				urn:catalog:CM:Herps:140308	140308		BUHLMANN, KURT A	1						present	whole animal in alcohol							COLLECTED IN PITFALL TRAP.										KAB 89-41-C	1989-05-01		121	121	1989	5	1	1989-05-01								NORTH AMERICA | UNITED STATES | VIRGINIA | VIRGINIA BEACH CITY |  |  |  |	North America				United States	US	Virginia	Virginia Beach		SEASHORE STATE PARK, MESIC DRIFT FENCE SITE	North America | United States | Virginia | Virginia Beach City | SEASHORE STATE PARK, MESIC DRIFT FENCE SITE											36.9	-76.01	NAD83	2977					decimal degrees						VertNet Georeferencing Guidelines		requires verification	Unable to find specific 'fence sites', so georeferenced all of Seashore State Park.																													PLETHODON CHLOROBRYONIS					Animalia | Chordata | Amphibia | Caudata | PLETHODONTIDAE | PLETHODON	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Plethodon		chlorobryonis		species				ICZN											Carnegie Museum of Natural History. CM Herps Collection. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=cm_herps (source published on 2017-09-27)	76dd8f0d-2daa-4a69-9fcd-55e04230334a	c1da06f0-580e-11dc-8a9e-b8a03c50a862	rogerss@carnegiemnh.org	Stephen Rogers	2017-09-27	2017-10-19	2015-09-05	0	0	0	0		specimen	0
PhysicalObject	2017-08-16	https://creativecommons.org/publicdomain/zero/1.0/		http://vertnet.org/resources/norms.html	Carnegie Museum of Natural History. CM Herps Collection. Record ID: urn:catalog:CM:Herps:140343. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=cm_herps (source published on 2017-09-27)	http://portal.vertnet.org/o/cm/herps?id=urn-catalog-cm-herps-140343	urn:lsid:biocol.org:col:34702			CM	Herps		PreservedSpecimen				urn:catalog:CM:Herps:140343	140343		BUHLMANN, KURT A	1						present	whole animal in alcohol							COLLECTED IN PITFALL TRAP.										KAB 89-84-A	1989-06-07		158	158	1989	6	7	1989-06-07								NORTH AMERICA | UNITED STATES | VIRGINIA | VIRGINIA BEACH CITY |  |  |  |	North America				United States	US	Virginia	Virginia Beach		SEASHORE STATE PARK, DUNE DRIFT FENCE SITE	North America | United States | Virginia | Virginia Beach City | SEASHORE STATE PARK, DUNE DRIFT FENCE SITE											36.9	-76.01	NAD83	2977					decimal degrees						VertNet Georeferencing Guidelines		requires verification	Unable to find specific 'fence sites', so georeferenced all of Seashore State Park.																													PLETHODON CHLOROBRYONIS					Animalia | Chordata | Amphibia | Caudata | PLETHODONTIDAE | PLETHODON	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Plethodon		chlorobryonis		species				ICZN											Carnegie Museum of Natural History. CM Herps Collection. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=cm_herps (source published on 2017-09-27)	76dd8f0d-2daa-4a69-9fcd-55e04230334a	c1da06f0-580e-11dc-8a9e-b8a03c50a862	rogerss@carnegiemnh.org	Stephen Rogers	2017-09-27	2017-10-19	2015-09-05	0	0	0	0		specimen	0
PhysicalObject	2017-08-16	https://creativecommons.org/publicdomain/zero/1.0/		http://vertnet.org/resources/norms.html	Carnegie Museum of Natural History. CM Herps Collection. Record ID: urn:catalog:CM:Herps:140375. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=cm_herps (source published on 2017-09-27)	http://portal.vertnet.org/o/cm/herps?id=urn-catalog-cm-herps-140375	urn:lsid:biocol.org:col:34702			CM	Herps		PreservedSpecimen				urn:catalog:CM:Herps:140375	140375		BUHLMANN, KURT A	1						present	whole animal in alcohol							COLLECTED IN PITFALL TRAP.										KAB 89-108-A	1989-06-21		172	172	1989	6	21	1989-06-21								NORTH AMERICA | UNITED STATES | VIRGINIA | VIRGINIA BEACH CITY |  |  |  |	North America				United States	US	Virginia	Virginia Beach		SEASHORE STATE PARK, MESIC DRIFT FENCE SITE	North America | United States | Virginia | Virginia Beach City | SEASHORE STATE PARK, MESIC DRIFT FENCE SITE											36.9	-76.01	NAD83	2977					decimal degrees						VertNet Georeferencing Guidelines		requires verification	Unable to find specific 'fence sites', so georeferenced all of Seashore State Park.																													PLETHODON CHLOROBRYONIS					Animalia | Chordata | Amphibia | Caudata | PLETHODONTIDAE | PLETHODON	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Plethodon		chlorobryonis		species				ICZN											Carnegie Museum of Natural History. CM Herps Collection. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=cm_herps (source published on 2017-09-27)	76dd8f0d-2daa-4a69-9fcd-55e04230334a	c1da06f0-580e-11dc-8a9e-b8a03c50a862	rogerss@carnegiemnh.org	Stephen Rogers	2017-09-27	2017-10-19	2015-09-05	0	0	0	0		specimen	0
PhysicalObject	2017-08-16	https://creativecommons.org/publicdomain/zero/1.0/		http://vertnet.org/resources/norms.html	Carnegie Museum of Natural History. CM Herps Collection. Record ID: urn:catalog:CM:Herps:140401. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=cm_herps (source published on 2017-09-27)	http://portal.vertnet.org/o/cm/herps?id=urn-catalog-cm-herps-140401	urn:lsid:biocol.org:col:34702			CM	Herps		PreservedSpecimen				urn:catalog:CM:Herps:140401	140401		BUHLMANN, KURT A	1						present	whole animal in alcohol							COLLECTED IN PITFALL TRAP.										KAB 89-108-C	1989-06-21		172	172	1989	6	21	1989-06-21								NORTH AMERICA | UNITED STATES | VIRGINIA | VIRGINIA BEACH CITY |  |  |  |	North America				United States	US	Virginia	Virginia Beach		SEASHORE STATE PARK, DUNE DRIFT FENCE SITE	North America | United States | Virginia | Virginia Beach City | SEASHORE STATE PARK, DUNE DRIFT FENCE SITE											36.9	-76.01	NAD83	2977					decimal degrees						VertNet Georeferencing Guidelines		requires verification	Unable to find specific 'fence sites', so georeferenced all of Seashore State Park.																													PLETHODON CHLOROBRYONIS					Animalia | Chordata | Amphibia | Caudata | PLETHODONTIDAE | PLETHODON	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Plethodon		chlorobryonis		species				ICZN											Carnegie Museum of Natural History. CM Herps Collection. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=cm_herps (source published on 2017-09-27)	76dd8f0d-2daa-4a69-9fcd-55e04230334a	c1da06f0-580e-11dc-8a9e-b8a03c50a862	rogerss@carnegiemnh.org	Stephen Rogers	2017-09-27	2017-10-19	2015-09-05	0	0	0	0		specimen	0
PhysicalObject	2017-08-16	https://creativecommons.org/publicdomain/zero/1.0/		http://vertnet.org/resources/norms.html	Carnegie Museum of Natural History. CM Herps Collection. Record ID: urn:catalog:CM:Herps:141766. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=cm_herps (source published on 2017-09-27)	http://portal.vertnet.org/o/cm/herps?id=urn-catalog-cm-herps-141766	urn:lsid:biocol.org:col:34702			CM	Herps		PreservedSpecimen				urn:catalog:CM:Herps:141766	141766		BUHLMANN, KURT A AND C A CLAMPITT	1						present	whole animal in alcohol							COLLECTED IN PITFALL TRAP.										KAB 89-251	1989-09-29		272	272	1989	9	29	1989-09-29								NORTH AMERICA | UNITED STATES | VIRGINIA | VIRGINIA BEACH CITY |  |  |  |	North America				United States	US	Virginia	Virginia Beach		SEASHORE STATE PARK, MESIC DRIFT FENCE SITE	North America | United States | Virginia | Virginia Beach City | SEASHORE STATE PARK, MESIC DRIFT FENCE SITE											36.9	-76.01	NAD83	2977					decimal degrees						VertNet Georeferencing Guidelines		requires verification	Unable to find specific 'fence sites', so georeferenced all of Seashore State Park.																													PLETHODON CHLOROBRYONIS					Animalia | Chordata | Amphibia | Caudata | PLETHODONTIDAE | PLETHODON	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Plethodon		chlorobryonis		species				ICZN											Carnegie Museum of Natural History. CM Herps Collection. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=cm_herps (source published on 2017-09-27)	76dd8f0d-2daa-4a69-9fcd-55e04230334a	c1da06f0-580e-11dc-8a9e-b8a03c50a862	rogerss@carnegiemnh.org	Stephen Rogers	2017-09-27	2017-10-19	2015-09-05	0	0	0	0		specimen	0
