x,y,species max
1.0,1.0,1.7034523E-4
2.0,2.0,0.05930446
3.0,3.0,0.29839247
4.0,4.0,0.09211281
5.0,5.0,0.13081613
6.0,6.0,0.054170046
7.0,7.0,0.058834717
8.0,8.0,0.67038876
9.0,9.0,0.03923959
10.0,10.0,0.08234668
11.0,11.0,0.601656
12.0,12.0,0.7524792
13.0,13.0,0.104421936
14.0,14.0,0.123941205
15.0,15.0,0.006783791
16.0,16.0,0.17362447
17.0,17.0,0.20520021
18.0,18.0,0.09694221
19.0,19.0,0.08590451
20.0,20.0,0.10138787
21.0,21.0,0.07510815
22.0,22.0,0.20262612
23.0,23.0,0.06873767
24.0,24.0,5.7521084E-4
25.0,25.0,0.15509123
26.0,26.0,1.3022842E-5
27.0,27.0,0.71332234
28.0,28.0,0.054878224
29.0,29.0,0.2112808
30.0,30.0,0.26797137
31.0,31.0,0.0027903535
32.0,32.0,0.10615845
33.0,33.0,0.0022297583
34.0,34.0,0.1294631
35.0,35.0,0.026161673
36.0,36.0,0.0011478286
37.0,37.0,0.04325457
38.0,38.0,0.16001979
39.0,39.0,0.76189035
40.0,40.0,0.031327378
41.0,41.0,9.53824E-5
42.0,42.0,0.80246115
43.0,43.0,0.09705985
44.0,44.0,0.10035403
45.0,45.0,0.056276646
46.0,46.0,0.2686035
47.0,47.0,0.5363233
48.0,48.0,0.15201089
49.0,49.0,0.11130122
50.0,50.0,0.1848122
51.0,51.0,0.075999044
52.0,52.0,0.002994423
53.0,53.0,0.10816429
54.0,54.0,0.08303823
55.0,55.0,0.1492876
56.0,56.0,0.41475114
57.0,57.0,0.1279448
58.0,58.0,0.16232139
59.0,59.0,0.078106605
60.0,60.0,0.7459417
61.0,61.0,0.099319585
62.0,62.0,0.24334379
63.0,63.0,0.090523094
64.0,64.0,0.096413076
65.0,65.0,0.054171737
66.0,66.0,0.06465718
67.0,67.0,0.22438346
68.0,68.0,0.11891807
69.0,69.0,0.096130334
70.0,70.0,0.19551945
71.0,71.0,0.12166248
72.0,72.0,0.49701524
73.0,73.0,0.0067220507
74.0,74.0,0.0695436
75.0,75.0,0.09987143
76.0,76.0,0.10466956
77.0,77.0,2.745403E-4
78.0,78.0,0.66298145
79.0,79.0,0.030748788
80.0,80.0,0.16352923
